verse	content
001	Despues ya sale si Jesus na Capernaum, y ya anda para na provincia de Judea y ya anda tamen na otro lao del Rio de Jordan.
001	Despues bien mucho gente ya ajunta otra vez alla donde le.
001	Y ya ensea tamen ele canila como ese el costumbre di suyo.
002	Despues el maga Pariseo ya anda con Jesus para precura lang era cuji con ele na di suyo maga palabra, y ya habla sila, Tiene ba derecho el marido separa con su mujer?
003	Ya contesta le canila, Cosa ba ta habla el mandamiento di Moises?
004	Y ya habla sila, Si Moises ya permiti con el marido hace maga papeles de separacion para separa con su mujer.
005	Despues ya habla si Jesus canila, Si Moises ya escribi ese mandamiento cay bien duro el di ustedes maga cabeza.
006	Pero na principio del creacion Dios ya crea con el hombre y con el mujer.
007	Por causa de ese el gente ay deja con su tata y nana y ay man junto con su mujer,
008	y sila dos ay queda como si fuera un persona, y ansina hende na sila dos persona, sino igual como uno ya lang.
009	Entonces con quien Dios ya sagra para man junto, prohibido para hace separa canila.
010	Despues cuando ya llega sila na casa el maga dicipulo ya pregunta con ele otra vez acerca del di suyo maga palabra.
011	Y ya habla le canila, Si algunos ay separa con su mujer y ay casa otra vez, ta comete ya le adulterio contra con su mujer.
012	Y si el mujer ay separa con su marido y ay casa con otro gente, ta comete tamen ele adulterio contra con su marido.
013	El maga gente ta lleva con el maga bata con Jesus, para ay trompesa le canila, pero el maga dicipulo ta regaa con aquellos quien ta lleva con el maga bata.
014	Pero cuando ya sabe si Jesus el cosa sila ta hace, ya rabia gayot le, y ya habla con el maga dicipulo, No sangga canila de llevar el di ila maga bata aqui conmigo, cay el Reino de Dios para del gente quien ta confia lang con Dios como el bata diutay ta confia con su tata.
015	Deverasan ta habla gayot yo con ustedes, si quien hende ay recibi con Dios como su rey y hende ay tene el confianza con ele igual con aquel bata diutay que tiene confianza con su tata, ese maga gente hende ay puede entra na Reino de Dios.
016	Despues ya abrasa le con el maga bata y ya pone su mano na cada cabeza di ila para bendici.
017	Cuando si Jesus ta larga ya para man viaje, ya corre un joven para con ele y ya hinca na su presencia, despues ya pregunta le con Jesus, Buen Maestro, cosa man yo necesita hace para puede yo tene el vida eterna?
018	Y ya habla si Jesus con ele, Porque man tu ta llama conmigo bueno?
018	Nuay ningunos bueno, sino Dios lang.
019	Sabe gayot tu este maga mandamiento de Dios: no mata, no comete adulterio, no roba, no habla embusterias acerca de otros, no engaa, y necesita honra con el di tuyo tata y nana.
020	Despues ya contesta el joven con Jesus, Maestro, todo ese maga mandamiento ta obedece gayot yo desde trece aos pa lang yo.
021	Despues ya mira si Jesus con ese joven con cario, y ya habla, Ta falta pa tu una cosa.
021	Anda ya tu y vende todo el di tuyo bienes, y dale ese cen con el maga pobre, despues vene ya y sigui conmigo, y na ultimo ay tene tu riqueza na cielo.
022	Cuando ese joven ya oi el maga palabra di Jesus, ya cambia gayot el ichura del di suyo cara y ya queda le bien triste.
