verse	content
001	Este amo el principio del Buen Noticia acerca di Jesucristo, el Hijo de Dios.
002	Antes pa el profeta Isaias ya escribi ya este
003	Mira!
003	Taqui ya el di mio mensajero, con quien ta manda yo una pa que contigo, para prepara el di tuyo camino.
004	Talla le na desierto, y ta anuncia gayot le con el maga gente, Prepara el camino del Seor, hace limpio el lugar donde le ay pasa!
005	Poreso si Juan el Bautista ya abuya na desierto y ta anuncia, Arripinti ya el maga pecado que ya comete ustedes, y sigui na bautismo para dale mira que arripintido ya ustedes, y Dios ay perdona con ustedes.
006	Mucho maga gente na entero provincia de Judea y del ciudad de Jerusalem ya anda para oi con Juan.
006	Y cuando ya confesa sila el di ila maga pecado con Dios, si Juan ya bautisa canila na Rio de Jordan.
007	Si Juan ta visti ropa hecho de pelo del camello, y ta usa le cinturon de cuero.
007	El di suyo comida amo el maga langostas y miel de panal.
008	Ta anuncia le con el maga gente, y ta habla, Tiene persona quien ay vene pa atras di mio, y ele mas poderoso que conmigo.
008	Hende gayot yo merece masquin para desata ya lang el liston del di suyo sandalias.
009	Ta bautisa lang yo con ustedes con agua, pero ele ay bautisa con ustedes con el Espiritu Santo.
010	Aquel maga dias ya sale si Jesus na sitio de Nazaret na provincia de Galilea, y si Juan ya bautisa con ele na Rio de Jordan.
011	Cuando ya sale si Jesus na agua, ya alsa le dayun su cara y ya mira le que abierto ya el cielo, y el Espiritu Santo ya abaja para con ele na forma de un paloma.
012	Despues ta sale na cielo el voz de Dios que ta habla, Tu el di mio Hijo con quien ta ama gayot yo, y bien alegre gayot yo contigo.
013	Despues ya guia dayun el Espiritu Santo con Jesus para anda na desierto.
014	Y ya queda le alla por cuarenta dias.
014	Durante aquel maga dias si Satanas ta precura tenta con Jesus para peca.
014	Tiene tamen alla mucho animal montesco, pero ya llega el maga angeles para cuida con Jesus.
015	Despues de arrestar si Herodes con Juan, si Jesus ya anda na Galilea para predica el Buen Noticia de Dios.
016	Y ta habla le con el maga gente, Ya llega ya el tiempo para Dios ay principia ya reina.
016	Entonces arripinti ya gayot el di ustedes maga pecado, y cree con este Buen Noticia de Dios.
017	Un dia mientras ta camina si Jesus na orilla del Mar de Galilea, ya mira le con el dos man hermano pescador.
017	El maga nombre di ila si Simon y si Andres, y ta tira sila el rede na mar.
018	Si Jesus ya habla canila, Vene ya y sigui conmigo, y ay ensea yo con ustedes si paquemodo lleva gente conmigo en vez de hacer ese trabajo de cojir pescao.
019	Despues ya deja sila dayun el di ila maga rede, y ya sigui con Jesus.
020	Cuando ya camina pa sila un poco distancia, si Jesus ya mira con Santiago y con Juan, el maga anak di Zebedeo.
020	Talla sila na di ila vinta ta arregla el di ila maga rede.
021	Ya llama si Jesus dayun canila, y ya deja sila con Zebedeo el di ila tata na vinta junto con el di suyo maga trabajador, y ya sigui sila con Jesus.
022	Despues ya anda ya canda Jesus na pueblo de Capernaum, y cuando ya llega el dia de Sabado el di ila dia de descanso, ya entra sila dayun na iglesia del maga Judio, y ya principia ensea si Jesus con el maga gente.
023	Cuando ya oi el maga gente el enseanza di Jesus, bien espantao gayot sila, cay ta ensea le como uno quien tiene autoridad, y hende como el maga maestro Judio quien ta ensea el ley di Moises.
024	Aquel hora tiene un gente controlao del demonio ya entra na iglesia del maga Judio,
025	y ya grita le, Jesus de Nazaret, cosa man uste quiere hace canamon?
025	Ya vene ba uste para destrosa canamon?
025	Conoce man yo si quien uste.
025	Uste amo el quien ya sale con Dios.
026	Pero si Jesus ya ordena con el demonio, y ya habla, Calla la boca y sale alli na cuerpo de ese gente!
027	Despues el demonio ya hace tembla con el gente como ta dale ataque de babuy babuy, y ya grita le bien suena.
027	Despues ya sale el demonio na cuerpo de aquel gente.
