verse	content
001	Cuando ya amanese, ya man junto dayun el maga autoridad Judio que ta inclui el maga jefe del maga padre, y el maga oficial del iglesia, pati el maga maestro y todo el maga miembro del di ila Consejo, y ta planea sila acerca di Jesus.
001	Despues ya amarra sila con Jesus, y ya lleva con ele para entrega con el Gobernador Pilato.
002	Despues si Pilato ya pregunta con Jesus, Rey ba uste del maga Judio?
003	Ya contesta si Jesus, Uste man el ta habla ese.
004	Despues ya presenta el maga jefe del maga padre mucho acusacion contra con Jesus.
005	Y si Pilato ya pregunta otra vez con Jesus, Hende ba uste ay contesta canila?
005	Mucho gayot el di ila maga acusacion contra con uste.
006	Pero si Jesus nuay mas gayot contesta con ele, poreso ya estraa gayot si Pilato si porque nuay le contesta.
007	Cada celebracion del maga Judio que ta llama Passover, ta libra si Pilato uno lang preso con quien el maga gente ta pidi.
008	Ahora talla ya na calaboso uno del maga rebelde si Barabas, cay ele ya mata gente durante el guerra civil.
009	Ya ajunta el manada de gente donde si Pilato, y ta grita sila pati ta pidi con ele que libra uno del maga preso, como ta hace le todo el ao.
010	Y ya contesta si Pilato canila, Quiere ba ustedes que ay libra yo con el rey del maga Judio?
011	Ya contesta le ansina cay ya sabe le que el maga jefe del maga padre ya entrega con Jesus con ele por causa del di ila celos.
012	Pero el maga jefe del maga padre ya convence con el maga gente para pidi gayot sila con Pilato para larga con Barabas en vez con Jesus.
013	Despues si Pilato ya pregunta otra vez canila, Cosa man yo ay hace con este gente que ta llama el rey del maga Judio?
014	Ya grita gayot sila ole, y ya habla, Crucifica con ele!
015	Y ya habla si Pilato canila, Porque man?
015	Cosa man malo ya hace le?
016	Pero mas peor ya grita sila, Crucifica con ele!
017	Entonces si Pilato ya libra con Barabas, cay quiere le complace con el manada de gente.
017	Despues ya manda le latiga con Jesus, y ya entrega le con ele na mano del maga soldao para crucifica sila con ele.
018	Despues ya lleva el maga soldao con Jesus na Praetorium, el palacio del gobernador, y ya llama sila con el entero batallon del maga soldao.
019	Despues ya dale sila visti con Jesus ropa bien colorao como el rey, y ya hace sila corona de tunuk y ya pone na su cabeza.
020	Despues ya ganguia sila con Jesus, y ya habla, Viva, el Rey del maga Judio!
021	Y ya supla sila con ele na cabeza con bijuco, y ya escupi pa con ele, despues ya hinca sila como si fuera ta honra dao con ele.
022	Cuando ya acaba ya sila ganguia con ele, ya cambia sila aquel ropa del rey y ya dale visti con ele el di suyo mismo ropa.
022	Despues ya lleva sila con ele afuera del ciudad para crucifica.
023	Mientras ta camina sila, ya encontra el maga soldao con un gente, su nombre si Simon y ele el tata di Alejandro y di Rufus.
023	Ya sale le na lugar de Cyrene y ta anda na ciudad, pero el maga soldao ya esforsa con ele ayuda carga el cruz di Jesus.
024	Despues ya lleva sila con Jesus na lugar que ta llama Golgota, quiere decir ese El Lugar del Calavera.
025	Despues ya dale sila con Jesus vino mesclao con medicina mapait, que ta llama mirra, pero nuay le toma.
026	Despues ya quita sila el ropa di Jesus, y ya crucifica sila con ele.
026	Despues ya hace sila ripa para sabe sila si con quien ay guinda cada pedaso del di suyo ropa.
027	Ya crucifica sila con Jesus como maga alas nueve ya del dia.
028	Ya escribi ya sila na un caratula el cosa sila ya acusa con ele, que ta habla, El Rey del Maga Judio, y ya clavetia sila ese na cruz.
029	Alla junto con Jesus ya crucifica tamen sila dos ladron, el uno na su lao derecha y el otro na su lao isquierda.
030	Ahora ya cumpli ya el cosa ta habla na Sagrada Escritura: Ya pasa con ele igual como uno del maga mal gente.
031	Aquellos quien ta pasa alli ta insulta gayot con Jesus, y ta ensea ensea gayot con el di ila dedo na di suyo cara, y ta habla pa sila, Hoy!
031	Ya habla uste ay destrosa uste con el templo y ay manda planta ole con ese dentro de tres dia!
032	Ahora, salva ya el di uste cuerpo y abaja alli na cruz!
033	El maga jefe del maga padre Judio y el maga maestro ta ganguia tamen con Jesus, y ta habla pa sila, Ya puede le salva con otros, pero con ele mismo no puede!
034	Entonces bueno era si puede ese Cristo, el Rey de Israel, abaja alli na cruz para puede came mira y cree!
035	Aquellos dos crucificao junto con Jesus ta insulta tamen con ele.
036	Cuando ya llega el medio dia, ya queda gayot oscuro entero lugar hasta alas tres del tarde.
037	Cuando ya llega ya alas tres, ya grita si Jesus con voz suena, Eloi, Eloi, lama sabactani?
037	Quiere decir, Dios mio, Dios mio, porque man gayot uste ya abandona conmigo?
038	Tiene del maga gente talla parao ya oi con Jesus, y ya habla sila, Cosa quel?
038	Ta llama man ele con el profeta Elias.
039	Y uno de aquellos ya corre y ya hace tusmuk el esponja na vinagre, despues ya pone ese na punta del sungkit, y ya dale con Jesus para toma.
039	Y aquel gente ya habla, Espera anay y mira kita si ay abaja ba si Elias para saca con ele y quita na cruz.
040	Despues si Jesus ya grita bien suena, y ya muri le.
041	Aquel mismo hora el cortina bien grueso que ta separa con El Lugar Mas Sagrao del templo, ya man dos pedaso asolas, desde arriba hasta abajo.
042	Talla parao el capitan Romano adelante del cruz, y cuando ya mira le si paquemodo si Jesus ya muri, ya habla le, Deverasan gayot ese gente amo el Hijo de Dios.
043	Tiene tamen alla maga mujer na distancia, quien ta mira el muerte di Jesus, y tiene de esos amo si Maria Magdalena, si Salome, y si Maria el nana di Jose y di Jaime que ta llama sila el menor,
044	y todo estos ta sigui junto con Jesus para sirvi con ele cuando talla pa le na Galilea.
044	Talla tamen na lugar del crucificcion tiene mucho maga otro mujer quien ya llega junto con ele na Jerusalem.
045	Tiene alla un gente el nombre si Jose de Arimatea, un miembro bien respetao del Consejo del maga Judio.
045	Ele tamen ta espera el tiempo para llega el Reino de Dios.
045	Aquel dia cuando ya muri si Jesus amo el visperas del dia de descanso del maga Judio, donde ta prepara sila para di ila celebracion.
045	Este gente si Jose ya tene animo y ya anda con Pilato para pidi el cuerpo di Jesus.
046	Bien espantao gayot si Pilato cuando ya oi le que muerto ya gale si Jesus.
046	Entonces ya llama le con el capitan Romano, y ya pregunta si deverasan ba muerto ya si Jesus.
047	Cuando el capitan Romano ya habla con Pilato que muerto ya si Jesus, ya permiti le con Jose saca el cuerpo de ese.
048	Despues ya compra si Jose tela blanco para envolve con el muerto, y cuando ya saca le con el cuerpo di Jesus na cruz ya hace le lucut el cuerpo, y ya pone le con ese na tumba que ya grevata na pader de piedra.
048	Despues ya hace le ligid el grande piedra para tapa el boca del tumba.
049	Si Maria Magdalena y si Maria el nana di Jose ya mira si donde ya pone el cuerpo di Jesus.
