verse	content
001	Si Jesus ya entra otra vez na iglesia del maga Judio.
001	Y tiene alla un gente inutil el un mano.
002	El maga Pariseo y el maga otro maestro ta visia con ele si ay cura ba le con aquel gente na dia de Sabado, el dia de descanso, para puede sila acusa con ele.
003	Despues ya llama si Jesus con el gente quien tiene mano inutil y ya habla le, Vene tu aqui!
004	Despues ya habla le con el maga Pariseo, Cosa ba el ley ta habla canaton que conviene para hace na dia de Sabado?
004	Ayuda ba kita con el gente o hace sinti duele con ele?
004	Salva ba kita el vida del gente o mata ba?
005	Pero ya queda lang sila callao.
006	Despues ya mira gayot le alrededor canila con rabia y dolor, cay el di ila maga corazon bien duro.
006	Y ya habla le con el gente, Alcansa conmigo el di tuyo mano inutil.
006	Entonces ya alcansa le el di suyo mano inutil, y ya queda ese bueno.
007	Despues el maga Pariseo ya sale na iglesia, y ya man junto dayun con el maga siguidores di Herodes, para planea si paquemodo sila ay puede mata con Jesus.
008	Si Jesus y su maga dicipulo ya anda na mar, y el manada de gente que ya sale na Galilea ya sigui con ele.
009	Tiene tamen maga gente ya sale na Judea, na Jerusalem, na Idumea, y na otro lao de Jordan, y na region alrededor del pueblo de Tiro y Sidon.
009	Este manada de gente ya anda con Jesus, cay ya oi sila acerca del maga cosas que ta hace le.
010	Tiene gayot mucho gente, poreso ya manda le con su maga dicipulo anda saca el vinta donde le ay senta, para hende el maga gente man dalasucan con ele.
011	Ya cura ya le mucho, poreso todo el maga gente quien tiene maga enfermedad ta man dalasucan y ta precura gayot atraca cerca con ele para puede sila agarra con ele.
012	Y cuando el maga gente quien controlao del maga demonio ya mira con Jesus, ya hinca sila dayun enfrente di suyo, y ta grita que grita gayot, Uste amo el Hijo de Dios!
013	Pero ya ordena gayot si Jesus con el maga demonio na di ila maga cuerpo, No habla ni con ningunos si quien yo.
014	Despues ya subi si Jesus na un monte, y ya llama le con quien ele quiere, y ya anda sila con ele.
015	Despues ya escoje le doce gente para esta siempre junto con ele, y ya nombra con esos apostoles, cay quiere le manda con esos predica el Buen Noticia de Dios.
016	Y ya dale le canila poder para icha afuera con el maga demonio na cuerpo del maga gente.
017	Estos amo con quien ya escoje le: el primero si Simon, con quien ya pone tamen le el nombre de Pedro,
018	y ya escoje tamen con Santiago y su hermano menor si Juan, y sila maga anak di Zebedeo.
018	Sila amo con quien ya dale si Jesus maga palayao Boanerges, quiere decir maga anak sila del trueno cay el voz di ila bien suena.
019	Ya escoje tamen ele con estos: si Andres, Felipe, Bartolome, Mateo, Tomas, y si Jaime el anak di Alfeo.
019	Ya escoje tamen le con Tadeo y con Simon quien uno del miembro del grupo bien patriotico.
020	Y el ultimo con quien ya escoje le amo si Judas Iscariote, el quien ay traiciona con ele despues.
021	Despues si Jesus ya volve ya, y otra vez ya ajunta un manada de gente alla na casa, y ele pati su maga dicipulo nuay mas tiempo para come.
022	Cuando el maga pariente di Jesus ya sabe acerca del cosa le ta hace, ya anda sila para saca con ele, cay ta habla el maga gente que loco ya le.
023	El maga maestro Judio quien ya sale na Jerusalem ta habla que si Jesus bien controlao di Beelzebul, el rey del maga demonio.
023	Y por medio dao del poder di Beelzebul, ta puede le icha afuera con el maga demonio na cuerpo del maga gente.
024	Despues si Jesus ya llama canila para atraca con ele, y ta ensea le canila por medio del maga cuento, y ya habla, Paquemodo man si Satanas icha afuera con ele mismo?
025	Si el maga gente del reino ya forma el maga grupo y ese maga grupo ta man contra con uno y otro, ese reino hende ay permanece.
026	Y si el maga miembro del familia pirmi ta man peleajan, ese familia ay queda buncao.
027	Entonces si ay anda contra si Satanas con ele mismo y el di suyo maga siguidores ta man peleajan, el resulta de ese, si Satanas no puede mas continua reina.
028	Por ejemplo, si tiene quien quiere entra roba na casa del gente mafuerza, necesita le trinca anay con ese gente, y despues ay puede ya le entra na casa para roba.
029	Deverasan ta habla gayot yo con ustedes, que Dios ay puede perdona todo el maga pecado del maga gente, masquin cosa pa sila ta habla contra con Dios, ay puede pa le siempre perdona.
030	Pero Dios hende nunca ay perdona con el gente quien ta habla contra con el Espiritu Santo.
030	Cay ta comete le el pecado que Dios hende nunca ay puede perdona.
031	Ya habla si Jesus ansina cay ta habla el maga gente que ele dao tiene el demonio.
032	Ya llega el nana y el maga hermano di Jesus, y talla lang sila ya queda parao afuera del casa, y ya manda sila llama con ele.
033	Tiene un manada de gente sentao alrededor di Jesus, y uno di ila ya habla con ele, Seor, el di uste nana y el di uste maga hermano talla afuera ta llama con uste.
034	Ya contesta le, Quien ba ese di mio nana, y quien ba ese di mio maga hermano?
035	Despues ya mira le con el maga gente alrededor di suyo, y ya habla, Este maga gente aqui amo el di mio nana y el di mio maga hermano,
036	cay todo el quien ta sigui el maga mandamiento de Dios, sila amo el di mio hermano y hermana, y el di mio nana.
