verse	content
001	Cuando ya llega ya el quince aos del reino di Tiberias el rey Romano, si Poncio Pilato amo tamen el gobernador de Judea.
001	Y ese mismo tiempo si Herodes ta reina el teritorio de Galilea, y su hermano si Felipe ta reina el teritorio de Iturea y Traconite.
001	Y si Lisanias ta reina na Abilinia.
001	Sila cuatro un tiempo lang ta reina caday cual na di suyo teritorio.
002	Aquel tiempo tiene dos Padre Superior Judio, si Anas y si Caifas.
002	Y durante el di ila tiempo Dios ya dale el di suyo mensaje con Juan el anak di Zacarias cuando talla le na desierto.
003	Poreso si Juan ya anda na lugar ambuslao del Rio de Jordan para predica con el maga gente, y ta habla, Arripinti ya el maga pecado que ya comete ustedes, y queda bautisao, y Dios ay perdona con ustedes.
004	Antes pa, ya escribi el profeta Isaias na su libro,
005	Tiene un gente ta anuncia gayot na desierto, y ta habla le, Prepara ya el camino del Seor, y hace limpio el lugar donde le ay pasa!
006	Rellena todo el maga bajura, y hace plano todo el maga gulut y monte.
006	Hace derecho con el maga camino tiku, y hace liso con el maga lugar carrangclang.
007	Y todo el maga gente ay mira si paquemodo Dios ay puede salva.
008	El manada de gente ya anda con Juan para bautisa le canila, y ya habla le canila, Ustedes maga gente igual con el maga culebra que ta precura escapa con el fuego.
008	Quien ba ya adverti con ustedes para precura ustedes escapa el castigo de Dios?
009	Anda ya ustedes y hace el trabajo que puede dale mira con el maga gente que ustedes ta arripinti ya el di ustedes maga pecado, y no gayot pensa que puede ustedes escapa el justicia de Dios por causa cay si Abraham el di ustedes tatarabuelo, cay ta habla gayot yo claro con ustedes que masquin con este maga piedra, Dios ay puede hace maga decendiente para di Abraham.
010	El hacha preparao ya para corta el palo hasta el ultimo reis, cay sabe kita todo el palo que hende ta dale buen fruta ay corta lang para quema.
011	Ya pregunta el maga gente con ele, or, cosa man came hace?
012	Si Juan ya contesta canila, Si quien tiene dos pedaso de ropa, dale el uno con el nuay, y si tiene comida, parti tamen con el maga gente con hambre.
013	Tiene de aquellos quien ta anda con Juan para bautisa amo el maga colector de impuesto, y ta pregunta sila, Maestro, cosa man came debe hace?
014	Ya contesta le, No cobra el mas que conviene.
015	Tiene tamen maga soldao alla, y sila ta pregunta tamen con ele, or, came tamen, cosa man debe hace?
016	Ya contesta le, No esforsa saca cen ni con ningunos y no acusa masquin con quien si hende amo.
016	Esta contento con el sueldo ta recibi ustedes.
017	Entonces el maga gente ya principia tene esperanza na di ila corazon, y el mismo tiempo ta pensa sila si este gente si Juan amo ya ba el Cristo.
018	Entonces ya habla si Juan con todo canila, Ta bautisa lang yo con ustedes con agua, pero tiene pa uno quien ay vene atras di mio y ele mas poderoso que conmigo, y hende gayot yo merece masquin para desata ya lang el liston del di suyo sandalias.
018	Ele amo ay bautisa con ustedes con Espiritu Santo, y ay bautisa tamen le con fuego.
019	Por ejemplo, ele como un gente quien ay limpia el lugar donde le ay trilla.
019	Ay trilla le el palay para separa el palay con el ojote, y despues ay pone le el palay na saco, pero el ojote ay quema lang.
020	Mientras si Juan ta predica el Buen Noticia acerca de Dios, ta ensea le con el maga gente por medio del maga ejemplo.
021	Aquel tiempo si Herodes amo ta reina alla na Galilea.
021	Aquel mismo tiempo ta denuncia si Juan con Herodes por causa del di suyo mal vivir, cay ya casa le con Herodias el mujer del di suyo hermano, pati ya hace pa le otro maga cosas malo.
022	Mas pa de ese, si Herodes ya dale pa mira el mas peor maldad el tiempo ya manda le arresta con Juan, y ya pone na calaboso.
