verse	content
001	Un dia si Jesus parao na aplaya del Mar de Genesaret, y mientras ta habla le el maga palabra de Dios, el maga gente ta man dalasucan alla para oi con ele.
002	Despues ya mira si Jesus dos vinta arriba na canto del aplaya, cay el maga pescador ya deja con esos para anda sila lava el di ila maga rede.
003	Entonces ya munta le na uno del dos vinta, y el dueo gale de aquel si Simon.
003	Despues ya manda si Jesus con ele rimpuja el vinta un poco banda lejos del aplaya, y ya senta si Jesus na vinta para continua le ensea con el maga gente.
004	Cuando ya acaba ya le man cuento con el maga gente, ya habla le con Simon, Ahora, man saguan este vinta mas lejos alla para na hondo y tu pati el di tuyo maga uban tira el rede alla para tene buen cujida.
005	Ya habla si Simon con Jesus, Seor, entero noche ya lang gane came ta pesca pero nuay gane cujida.
005	Pero si ta habla man uste conmigo ansina ay tira yo el rede donde uste ta manda.
006	Despues ya tira sila el rede na hondura, y deverasan ya cuji sila un manada de pescao y cerca ya rompe el rede.
007	Poreso ya hace sila paypay con el di ila maga uban na otro vinta para ayuda canila.
007	Entonces ya atraca el di ila maga uban y ya llena sila el dos vinta de pescao, y dol cerca ya gayot sumi el maga vinta.
008	Pero cuando si Simon Pedro ya mira ese gardume de pescao, ya hinca le enfrente di Jesus y ya habla le, Seor, no atraca cerca conmigo, cay pecador gayot yo!
009	Ya habla le ese cay ele pati el di suyo maga uban bien espantao por causa del manada de pescao que ya cuji sila.
010	Espantao tamen el maga anak di Zebedeo, si Santiago y si Juan el maga socio di Simon Pedro.
010	Poreso ya habla si Jesus con Simon, No tene miedo y no man lingasa!
010	Desde ahora ay busca ustedes maga gente para sigui conmigo en vez de cujir pescao.
011	Entonces si Simon y el di suyo maga uban ya hila el di ila maga vinta arriba na aplaya, y ya amarra na maga pasak.
011	Despues ya deja sila todo el di ila cosa cosa y ya sigui ya con Jesus.
012	Mientras si Jesus ta visita un pueblo, ya llega el gente quien tiene lepra entero cuerpo.
012	Y cuando el leproso ya mira con Jesus, ya hinca le y ya roga con ele, Seor, si quiere uste, sabe yo que puede uste cura conmigo.
013	Entonces ya agarra si Jesus con el leproso y ya habla le, Deporsi puede.
013	Bueno ya tu!
013	Enseguidas ya sale ya el enfermedad de lepra na su cuerpo.
014	Despues ya habla gayot si Jesus con el gente, No gayot habla ni con ningunos si paquemodo tu ya queda bueno, sino anda derecho con el padre Judio y manda con ele examina contigo.
014	Despues ofrece tu el ofrenda que si Moises ya manda hace para dale mira con el maga gente que ya queda ya tu bueno na enfermedad de lepra.
015	Pero el noticia acerca di Jesus mas ya man calayat, y el manada de gente ta anda oi con ele y ta anda tamen sila para ay cura le el di ila maga enfermedad.
016	Pero si Jesus ya sale canila y ya anda para reza na un lugar donde nuay gente, como ese el di suyo costumbre.
017	Un dia mientras si Jesus ta ensea, tiene maga Pariseo pati el maga maestro Judio talla sentao y ta oi sila con ele.
017	Tiene de aquellos ya sale na maga pueblo de Galilea y Judea, y tiene di ila ya sale tamen na Jerusalem.
017	Y Dios ya dale poder con Jesus para cura le con el maga enfermo.
018	Ya llega el maga gente quien ta lleva un paralitico adentro del duyan de manta, y ta precura era sila entra na casa para pone el duyan enfrente di Jesus.
019	Pero nuay lugar cay doble gayot el maga gente adentro.
019	Entonces ya subi sila na escalera afuera del casa y ta carga sila con el paralitico arriba hasta ya llega na derecho techo el lugar donde ta recrea recrea el dueo del casa.
019	Despues ya abri sila un parte del techo y ya hace lusut el duyan del paralitico adentro del casa enfrente di Jesus.
020	Cuando si Jesus ya mira si cosa sila ta hace, sabe le que tiene sila fe con ele, entonces ya habla le con el paralitico, or, perdonao ya el di tuyo pecado.
021	El maga maestro Judio pati el maga Pariseo ya principia man buruca con uno y otro, Quien gaja este gente ta habla contra con Dios?
021	Nuay gente quien puede perdona pecado, sino Dios lang.
022	Pero si Jesus ya sabe ya el di ila pensamiento, y ya man atubang le canila y ya habla, Porque man ustedes ta pensa que pensa acerca del di mio maga palabra?
023	Cosa ba ustedes ta pensa mas facil para hace, si ay habla con este paralitico que perdonao ya el di suyo pecado, o si ay habla yo con ele, Levanta y camina ya?
024	Ahora ay dale yo mira con ustedes que el Hijo del Hombre tiene autoridad aqui na mundo para perdona el pecado del maga gente.
024	Despues ya habla le con el paralitico, or, ta habla yo contigo, levanta alli y recoji el di tuyo manta y volve ya!
025	Despues ya levanta le dayun na presencia de todo el gente y ya recoje su manta, y ya volve le y ta alaba pa le con Dios.
026	Despues todo el maga gente ya queda bien espantao y tiene gayot miedo hasta el maga Pariseo pati el maga maestro Judio.
026	Ta alaba sila siempre con Dios, y ta habla, Ay, bien milagroso este suceso que ya mira came este dia!
027	Despues de aquel, si Jesus ya anda na otro lugar, y alla ya mira le un gente su nombre si Levi, quien talla sentao na su oficina de aduana, y ya habla si Jesus con ele, or, vene y sigui conmigo.
028	Entonces si Levi ya levanta dayun y ya deja su trabajo para sigui junto con Jesus.
029	Un dia si Levi ya tene un celebracion grande na di suyo casa para dale honor con Jesus.
029	Talla tamen el manada de gente, y ta inclui ya alla el maga colector de impuesto pati otro pa maga gente quien ta senta na mesa junto canila.
030	Tiene del maga Pariseo y el maga maestro Judio quien maga miembro del di ila grupo ta man gumut y ta reclama con el maga dicipulo di Jesus y ya habla, Porque man ustedes ta come y toma junto con ese maga colector de impuesto y con ese maga pecador?
030	Ta llama canila pecador cay hende sila ta sigui enbuenamente el ley di Moises.
031	Ya contesta si Jesus canila, Sabe kita el hablada, Si un gente bueno, hende ta necesita el ayuda del doctor, sino el quien lang tiene enfermedad.
032	Nuay man yo vene aqui na mundo para llama con el maga gente quien ta pensa que nuay sila pecado, sino ya vene gayot yo para llama con el maga gente quien ta admiti que sila maga pecador gayot.
033	Tiene del maga gente ya habla con Jesus, El maga dicipulo di Juan pirmi man ta ayuna y ta reza, y hasta el maga dicipulo gane del maga Pariseo amo tamen ta hace.
033	Pero el di uste maga dicipulo hende man ta ayuna igual canila.
034	Ya contesta le canila, Ta pensa ba ustedes que el maga amigo del novio ay ayuna na dia del di suyo casamiento, mientras talla pa el novio junto canila?
034	Siempre hende!
035	Pero ay llega el tiempo ay saca con el novio, y ese ya el tiempo ay principia sila ayuna.
036	Ya dale le canila un ejemplo, y ya habla, Nuay ni uno ta rompe un pedaso de tela na nuevo camisa para hace tucap na un camisa daan, cay si ta hace le ese ta rompe pa el nuevo camisa y el nuevo tela hende ay man uyun con el daan camisa.
037	Tiene tamen otro ejemplo: nuay ni uno ta basia con el nuevo vino na daan deposito de cuero de cabrito, cay si ay hace le ese, el vino nuevo ay hace lang rebenta con el daan deposito y el vino tamen ay man usik.
038	Poreso el vino nuevo necesita basia na nuevo deposito de cuero.
039	Y nuay ni ningunos quien quiere toma el vino nuevo despues de saboriar le el vino viejo, cay ay habla le, Bueno siempre el sabor del vino viejo.
