verse	content
001	Despues si Jesus ya sale de aquel lugar par volve na di suyo mismo lugar, y su maga dicipulo ya sigui junto con ele.
002	Cuando ya llega el dia de descanso ya anda si Jesus na iglesia del maga Judio, y ya ensea le con el maga gente.
002	Todo aquellos quien ya oi con ele ya queda gayot espantao, y ya habla sila, Donde man gaja este gente ya saca ese maga enseanza?
002	Cosa man clase de sabiduria tiene le?
002	Ay!
002	Cosa ya gayot el maga milagro ta puede le hace!
003	Ele aquel carpintero, el anak di Maria y el hermano di Santiago, di Jose, di Judas, y di Simon, hende ba?
003	Y el di suyo maga hermana ta queda tamen aqui canamon.
003	Nuay sila recibi enbuenamente con Jesus, cay ta man celos sila con ele.
004	Despues ya habla si Jesus canila, Masquin donde lugar el profeta ta anda, el maga gente ta respeta con ele.
004	Pero hende ele ta recibi respeto na di suyo mismo lugar y entre el di suyo mismo pariente y el di suyo familia na casa.
005	Poreso si Jesus nuay hace mucho milagro alla, sino ya pone le su mano con cuanto bilug de gente enfermo y ya queda sila bueno.
006	Ya estraa si Jesus cay falta gayot el fe del maga gente na di suyo mismo lugar.
007	Despues ya anda si Jesus visita na maga otro barrio tamen para ensea.
008	Y ya llama le con el doce dicipulo para manda canila camina dos dos na maga diferente lugar, y ya dale le canila poder para icha afuera con el maga demonio na cuerpo del maga gente.
009	Antes de caminar el di suyo maga dicipulo, ya ordena le canila, Si camina ustedes, no lleva nada, masquin pan, o cen, o suput, sino baston lang.
010	Puede usa sandalias, pero no lleva sobra ropa.
011	Y ya habla pa le canila, Si ay llega ustedes na un lugar y tiene gente quien ta invita con ustedes para durmi na di suyo casa, esta lang na casa de aquel gente hasta el tiempo ay sale ya ustedes aquel barrio.
012	Si tiene maga gente de masquin donde lugar no quiere con ustedes recibi y no quiere sila oi el cosa ustedes ta ensea, antes de salir ustedes de aquel lugar, hace anay pas pas el polvos na di ustedes pies para dale mira que ustedes nuay mas responsabilidad para el di ila maga alma.
013	Despues ya camina ya el maga dicipulo, y ta habla con el maga gente que necesita gayot sila arripinti el di ila maga pecado.
014	Ta icha sila afuera mucho demonio na cuerpo del maga gente, y ta basia sila poco aceite de olivo na cabeza del maga enfermo y ta cura sila con esos.
015	El Rey Herodes ya puede sabe si cosa ya hace el maga dicipulo di Jesus, cay su nombre ya queda gayot mentao na entero lugar.
015	Tiene del maga gente ta habla, Ese gente si Juan el Bautista gaja, quien ya resucita ya, poreso tiene gane le el poder para hace maga milagro.
016	Tiene tamen ta habla, Amo ese si Elias.
017	Otros tamen ta habla, El profeta dao ese, como uno del maga profeta de antes.
018	Pero cuando ya oi si Herodes el cosa ta hace si Jesus, ya habla le, Este gente amo ya gaja si Juan, con quien ya manda yo corta el pescueso, pero ahora vivo ya ole.
019	Ya habla le ese cay antes pa ya manda le arresta con Juan, y ya pone con ele na calaboso.
019	Si Herodes ya hace este por causa de aquel mujer si Herodias, con quien ya casa le, masquin si Herodias casao ya con Felipe, el hermano de Herodes.
020	Y por causa del di ila casamiento, si Juan ta sigui habla con Herodes, Nuay uste derecho para casa con Herodias, cay mujer ele del di uste hermano si Felipe.
021	Entonces por causa de este, Si Herodias ya queda bien rabiao gayot con Juan, y quiere mata con ele, pero no puede le hace nada,
022	cay si Herodes ta respeta con Juan y sabe le que si Juan buen gente y bien devoto con Dios.
022	Poreso ta proteje le con Juan, y quiere quiere gayot le oi con Juan masquin el di suyo conciencia ta queda estorbao.
023	Cuando ya llega el dia del compleao di Herodes, el di suyo mujer si Herodias ya tene ya un oportunidad para hace venganza con Juan.
023	Si Herodes ya hace engrande el celebracion donde ya invita le con el maga alto oficial del gobierno y el maga comandante y el maga distinguido gente de Galilea.
024	El anak dalaga di Herodias ya anda na celebracion para baila.
024	Si Herodes y su maga visita bien alegre gayot mira con ele baila, y ya habla si Herodes con el dalaga, Pidi tu conmigo masquin cosa tu quiere y ay dale yo contigo.
025	Y ya jura gayot el rey con el dalaga, Masquin cosa tu ay pidi conmigo, ay dale gayot yo, masquin pa hasta el mitad del riqueza del di mio reino!
026	Ya anda el dalaga afuera y ya pregunta con su nana, Cosa man yo ay pidi?
026	Su nana ya contesta, Pidi tu el cabeza di Juan el Bautista.
027	El dalaga ya bira dayun adentro y ya habla le con el Rey Herodes, Quiere yo que dale uste conmigo el cabeza di Juan el Bautista na un bandejao.
028	El Rey Herodes ya queda gayot bien triste, pero necesita gayot ele cumpli su promesa con el dalaga, cay ya jura pa man ele na delante del di suyo maga visita.
029	Enseguidas ya manda le con el soldao, uno del di suyo maga guardia, para lleva el cabeza di Juan.
029	Entonces ya anda el soldao na calaboso y ya corta el pescueso di Juan.
030	Despues ya pone le el cabeza na bandejao y ya lleva ese para dale con el dalaga, y el dalaga ya dale ese con su nana.
031	Cuando el maga dicipulo di Juan ya oi el cosa ya pasa con ele, ya anda sila saca su cuerpo y ya pone na tumba.
032	Despues el maga dicipulo ya bira con Jesus, y ya habla sila todo el que ya hace y ensea sila.
033	Entonces ya habla le canila, Anda ya lang anay kita na lugar donde nuay otro gente, para puede descansa un rato.
033	Ya habla le ese cay mucho gayot gente ta man anda y viene, y si Jesus pati su maga dicipulo nuay mas tiempo masquin para come.
034	Entonces ya embarca sila na vinta para anda na lugar donde nuay gente, y sila sila lang talla.
035	Pero cuando ya sale sila mucho gente ya mira canila y ya conoce tamen.
035	Poreso aquellos maga gente de donde donde pueblo, ya corre gayot.
035	Y ya llega pa sila una que con Jesus y con su maga dicipulo.
036	Cuando ya desembarca si Jesus ya mira le con el manada de gente, y ya tene le grande lastima canila cay igual sila como el maga carnero que nuay pastor.
036	Y despues ya principia le ensea canila muchas cosas.
037	Cuando tarde ya gayot, el di suyo maga dicipulo ya atraca con ele y ya habla, Seor, bien tarde ya gayot, y este lugar lejos na pueblo.
038	Manda ya lang anay con el maga gente anda na maga barrio y na maga lugar donde ay puede sila compra alguna cosa para puede sila come.
039	Pero ya contesta si Jesus canila, Ustedes ya lang dale come canila.
040	Ya contesta tamen el maga dicipulo, Masquin ay compra pa kita el valor de dos cientos pesos de pan, hende pa kita ay puede dale come canila.
041	Y ya habla si Jesus canila, Anda dao mira si cuanto bilug de pan tiene ustedes.
042	Cuando ya sabe sila cuanto bilug de pan lang tiene alla, ya habla sila con Jesus, Tiene lang came cinco bilug de pan y dos bilug de pescao.
043	Despues ya manda le con el manada de gente senta man grupo na zacate.
044	Entonces ya senta sila y ya forma mucho grupo tiene de cincuenta y tiene de ciento.
045	Despues ya saca si Jesus el cinco bilug de pan y el dos bilug de pescao, y ya alsa le su cara na cielo, y ya dale gracias con Dios por el comida.
045	Despues ya hace le pedaso pedaso con el pan y con el pescao.
045	Y ya dale ese comida con el maga dicipulo para distribui con el maga gente.
046	Todo el maga gente ya puede come hasta ya man busuk gayot.
047	Despues el maga dicipulo ya puede pa recoje doce alat lleno del maga pedaso pedaso de pan y de pescao.
048	Aquellos quien ya come el pan tiene cinco mil hombre.
049	Mientras si Jesus ta manda volve con el maga gente, ya manda tamen le embarca na vinta con el di suyo maga dicipulo, para man una ya na Betsaida, aquel pueblo na otro lao del mar.
050	Despues de dispidir le con el maga gente, ya anda ya le na un monte para reza.
051	Y cuando ta cerra ya el noche, el maga dicipulo talla na mar na di ila vinta, y si Jesus solo solo lang na aplaya.
052	Despues si Jesus ya mira que ta pasa sila tormento para man saguan, cay el viento contra canila.
052	Y cuando madrogada ya, si Jesus ya anda para canila caminando encima del agua, y ya pasa ya lang era le de lo largo,
053	pero cuando ya mira sila con ele ta camina encima del agua, pensaba sila un vision ele, y ta grita gayot,
054	cay bien tiene gayot sila miedo.
055	Pero ya grita le dayun canila, Tene animo, no tene miedo!
055	Si Jesus lang yo!
056	Despues ya entra le na vinta junto canila, y ya perde lang el viento.
056	Y el maga dicipulo bien asustao pa gayot,
057	cay nuay sila acorda el poder que ya dale mira si Jesus cuando ya hace le el milagro con el pan, cay nuay ese entra na di ila entendimiento.
058	Ya travesa canda Jesus para no otro lao del mar, y cuando ya llega sila na lugar de Genesaret, ya hace sila dunca el di ila vinta na aplaya.
059	Cuando ya abaja ya sila na vinta, el maga gente ya conoce dayun con Jesus,
060	entonces ya corre sila na entero region para avisa con otros.
060	Despues ya principia sila lleva maga enfermo na di ila maga duyan de manta para na maga lugar donde ya sabe sila que talla si Jesus.
061	Y masquin donde ta anda le na maga barrio o pueblo o provincia, el maga gente ta pone con el maga enfermo na maga plaza, y ta pidi con Jesus si puede gayot ese maga enfermo agarra masquin el punta ya lang del di suyo ropa.
061	Y todo el maga enfermo quien ta puede agarra su ropa, ta queda bueno.
