verse	content
001	Mi amigo Teofilo
002	Mucho gente ya precura ya escribi un entero historia del maga cosas ya pasa na di aton lugar cuando taqui ya si Jesucristo na mundo.
003	Came pati sila ya recibi el maga informacion ta sale na boca del maga gente quien ya mira con ele, y ya predica tamen sila todo el maga cosas que ya hace si Jesucristo y el maga cosas que ya habla le.
004	Entonces, Seor Teofilo, yo mismo ta estudia gayot enbuenamente todo aquel sucesos para escribi yo un historia conforme gayot ya pasa.
005	Ta escribi yo este para sabe uste que deverasan el maga informacion que ya llega con uste.
006	Cuando si Herodes ta reina na Judea, tiene un padre Judio su nombre si Zacarias, y tiene le un mujer el nombre si Elisabet.
006	Si Zacarias ya sale na linea di Abia, y su mujer ta sale na linea di Aron, un familia lang de padre Judio.
007	Este maridable ta vivi un vida justo na vista de Dios, cay ta obedece sila pirmi el di suyo maga mandamiento.
008	Pero nuay sila anak cay esteril si Elisabet, y igual sila dos pasao ya na tiempo para tene pa anak.
009	Un dia ta sirvi si Zacarias na grande iglesia del maga Judio na Jerusalem que ta llama templo.
009	Ta sirvi le cay turno ya del di suyo grupo.
010	El maga padre ya hace ripa como ese el di ila costumbre para sabe si di quien turno ya para quema incenso na altar, y ta tupa el suerte con Zacarias.
011	Tiene alla afuera del templo un manada de gente ta reza, cay hora ya para quema el incenso.
012	Despues ese mismo hora un angel del Seor ya aparece con Zacarias.
012	Ese angel ta para na derecha del altar donde ta quema el incienso.
013	Cuando si Zacarias ya mira con el angel ya asusta le y ya tene miedo,
014	pero el angel ya habla con ele, No tene miedo, Zacarias, cay Dios ya oi el di tuyo maga rezo.
014	Entonces si Elisabet ay pari un bata hombre, y pone tu su nombre Juan.
015	Al nacer ese bata ay alegra gayot tu pati el maga otro gente.
016	Ay queda le un hombre quien tiene poder y abilidad na vista de Dios, y hende ele ay toma nada de vino o otro maga tomada fuerte, y masquin na vientre pa le del di suyo nana el Espiritu Santo ay principia ya controla con ese bata.
017	Y por medio di suyo, mucho del maga gente na Israel ay arripinti y sigui ole con el Seor el di ila Dios.
018	Ele ay man una que con el Seor, y ay tene le el Espiritu Santo como ya tene el profeta Elias de antes para hace ya le bira ole el maga corazon del maga tata para tene sila buen relacion con el di ila maga anak.
018	Ay causa le cambia el pensamiento de aquellos maga desobediente con Dios para hace sila cosas bueno na di ila vida, para ay manda le con aquellos maga gente prepara el di ila maga corazon para el venida del Seor.
019	Despues ya pregunta si Zacarias con el angel, Paquemodo man yo ay sabe si deverasan este, cay yo pati el di mio mujer bien viejo ya?
020	El angel ya contesta con ele, Yo el angel Gabriel, quien ta esta pirmi na presencia de Dios para sirvi con ele, y ele amo el quien ya manda conmigo para habla contigo este buen noticia.
021	Pero nuay gayot tu cree el di mio maga palabra, entonces por causa de ese ay queda tu apa y no puede tu conversa hasta el dia ay cumpli este promesa.
022	Mientras ta man cuento pa el angel con Zacarias, el maga gente alla afuera del templo bien malingasa ya, cay ya tarda man ele adentro.
023	Cuando ya sale ya si Zacarias ya precura le conversa con el maga gente, pero nuay palabra ta sale na su boca.
023	Entonces ya entende sila que si Zacarias ya mira vision ta sale con Dios alla adentro, cay ta hace ya lang ele seas canila.
024	Despues cuando ya acaba ya el tiempo del di suyo trabajo na templo, si Zacarias ya volve ya na di suyo casa.
025	Y nuay tarda su mujer si Elisabet ya queda preada y nuay mas sale sale na casa por cinco meses.
026	Ya habla si Elisabet, Por fin el Seor ya ayuda ya conmigo y ele ya quita el di mio verguenza entre gente, cay preada ya yo!
027	Cuando seis meses ya el barriga di Elisabet, Dios ya manda anda con el angel Gabriel na Nazaret, un pueblo na Galilea.
028	Dios ya dale con el angel un mensaje para habla con el dalaga, el nombre si Maria.
028	Ese dalaga prometida ya para casa con Jose quien el decendiente di David aquel rey de antes.
029	Entonces el angel ya anda con Maria y ya habla, Maria, ta saluda yo contigo!
029	Bendicido tu, y Dios el Seor ta esta junto contigo.
030	Cuando ya oi si Maria el maga palabra del angel, ya queda le bien malingasa y ya pensa que pensa si cosa el significacion de aquel saludo.
031	Entonces ya habla el angel, Maria, no tene miedo, cay ya queda tu favorable na presencia de Dios.
032	Ay queda tu preada y ay pari un bata hombre, y necesita tu pone su nombre Jesus.
033	Ele ay queda un hombre mas poderoso y ay nombra con ele el Hijo del Dios bien poderoso, y Dios el Seor ay hace con ele rey igual na linea del di suyo tatarabuelo el Rey David.
034	Y ay reina le con el maga decendiente di Jacob hasta para cuando, y su reino nuay fin!
035	Despues ya pregunta si Maria con el angel, Paquemodo man este ay pasa conmigo cay dalaga pa yo?
036	El angel ya contesta con ele, El Espiritu Santo ay entra contigo y Dios ay controla contigo por medio del di suyo poder, y el resulta de ese, el di tuyo anak ay queda igual con Dios y ay llama con ele el Hijo de Dios.
037	Ta acorda tu el di tuyo prima si Elisabet nuay tene anak cuando joven pa le, pero ahora seis meses ya el di suyo barriga, masquin vieja ya gayot le.
038	Nuay alguna cosa que Dios hende ay puede hace.
039	Despues ya habla si Maria, Ahora yo ya el servidora del Dios el Seor, y ojala que ay sucede este conmigo como ya habla uste.
040	Nuay tarda si Maria ya prepara para anda na uno del pueblo na Judea donde bien magulut.
041	Cuando ya llega le alla ya entra le na casa di Zacarias y ya saluda le con Elisabet.
042	Cuando si Elisabet ya oi el saludo di Maria, el bata ya move bien fuerte gayot na su vientre, y enseguidas ya controla el Espiritu Santo con Elisabet.
043	El voz di Elisabet ya queda suena y ya habla le con Maria, Tu amo el mas bendicido de todo el maga mujer y bendicido tamen ese bata na di tuyo barriga.
044	Porque man yo ta recibi este favor que el nana del di mio Seor ta vene conmigo?
045	Cuando ya oi lang yo el di tuyo saludo, el bata na mi barriga ya move con alegria.
046	Bendicido gayot tu, cay ya cree tu que Dios ay cumpli el cosa le ya promete contigo!
047	Despues si Maria ya habla,
048	Mi corazon lleno de alabanza con Dios,
049	y bien alegre gayot yo por causa de Dios mi Salvador,
050	cay ta conoce le conmigo, masquin yo el di suyo servidora nuay valor.
050	Y desde ahora todo el maga gente ay habla que yo bendicido de Dios,
051	cay Dios todo poderoso ya hace mucho cosas bien milagroso para conmigo, y el di suyo nombre bien sagrao.
052	Ta dale le mira su lastima con todo aquellos quien ta honra con ele de un generacion por generacion.
053	Y por medio del di suyo brazo poderoso ya hace le calayat con todo el quien tiene orgullo na di ila maga corazon.
054	Y con el maga rey poderoso ya acaba le quita el di ila poder, y hende mas sila puede senta ole na di ila trono.
054	Y con el maga de menos ya dale le alto puesto.
055	Ya dale le come cosas bueno con el maga con hambre, pero con el maga rico ya manda le sale limpio mano.
