verse	content
001	Ya llega na oido del maga Pariseo que si Jesus ta manda sigui con ele mas mucho dicipulo que con Juan, y ta bautisa tamen le canila,
002	pero el verdad hende man ele mismo ta bautisa, sino el di suyo maga dicipulo amo el quien ta hace ese.
003	Cuando si Jesus ya oi que ya sabe ya el maga Pariseo acerca de ese, ya sale le na Judea y ya anda otra vez para na Galilea.
004	Mientras ta camina le necesita le pasa anay na Samaria, el lugar del maga hende-Judio.
005	Poreso ya llega le na Sychar, un pueblo na Samaria, y este lugar cerca lang na lote que antes pa si Jacob ya dale con su anak si Jose.
006	Talla el poso ta man tubut agua que antes pa gayot si Jacob ya abri.
006	Ahora como medio dia ya, si Jesus ya senta na canto del poso, cay bien cansao ya le del caminada.
007	Despues el maga dicipulo ya anda ya na pueblo para compra comida.
007	Apenas sila sale, ya llega un mujer de Samaria para saca agua alla na poso.
007	Y si Jesus ya habla con ele, ora, dale dao toma agua conmigo.
008	Despues ya contesta el mujer, Que ver!
008	Uste un Judio y yo un Samaritana, porque man uste conmigo ta pidi agua?
008	Espantao gayot ele cay sabe le el maga Judio hende ta ledia con el maga gente de Samaria.
009	Ya contesta si Jesus, Si sabe lang uste el cosa Dios quiere dale con uste, y si sabe lang tamen uste si quien ta pidi con uste toma agua, ya pidi era uste con ele y ya dale era le con uste el agua que ta dale vida con el maga gente.
010	Entonces ya habla el mujer con ele, or, nuay gane uste alguna cosa para tabia, y bien hondo gayot el poso.
010	Donde man ay saca uste aquel agua que ta dale vida con el maga gente?
011	Mas grande pa ba el di uste autoridad que con el di aton tatarabuelo si Jacob?
011	Ele ya dale canaton este poso, y el di suyo maga anak pati el di ila maga animal ya toma el agua de este poso.
012	Ya contesta si Jesus, Aquellos quien ay toma el agua de este poso ay queda pa con sequia otra vez.
013	Pero si quien ay toma el agua que yo puede dale con ele, nunca mas ay man sequia otra vez, cay este agua que ta dale yo ay queda como un tuburan adentro con ele, que ay man tubut siempre, y ese agua ay dale vida eterna con ele.
014	Ya habla el mujer, Seor, dale dao conmigo ese clase de agua, para hende na yo man sequia, ni hende na yo necesita anda pa aqui para saca agua.
015	Ya habla si Jesus, Na, anda anay llama con el di uste marido, y bira aqui ole.
016	Ya contesta el mujer, Nuay gane yo marido.
017	Ya habla si Jesus, Amo gayot el ta habla uste, que nuay uste marido.
017	Cay masquin ya tene uste cinco gente como marido, y ese gente ta vivi junto con uste ahora, hende di uste marido.
017	Ya habla uste conmigo el verdad.
018	Ya habla el mujer, Ay Seor!
018	Un profeta gale uste!
