verse	content
001	Ta continua si Jesus ensea: Ta habla gayot yo claro, que el gente quien hende ta entra na puerta del turil sino ta man taclas donde donde para entra, ese gente un ladron gayot.
002	Pero el gente ta pasa na puerta para entra na turil amo gayot el pastor del maga carnero.
003	El guardia del turil ta abri el puerta para con el dueo del maga carnero, y estos maga carnero conoce ya el di suyo voz si ta llama le el di ila maga nombre uno uno, y ta lleva le canila afuera.
004	Y si afuera ya sila todo, ta camina le una y el di suyo maga carnero ta sigui atras, cay conoce sila el di suyo voz.
005	Hende gayot sila ay sigui con otro si hende amo el di ila pastor, sino ay corre en vez de siguir cay no conoce sila el di suyo voz.
006	Si Jesus ya pone canila ese cuento pero nuay ni uno di ila ya puede entende si cosa el significacion de ese cuento.
007	Poreso si Jesus ya esplica canila el di suyo cuento, y ya habla le, Deverasan gayot que yo como el puerta del turil donde ta pasa el maga carnero.
008	Todo el quien ya llega antes de vener yo, sila como maga ladron, pero el maga carnero nuay hace caso canila.
009	Yo amo el puerta.
009	Si quien ay entra por medio de este puerta nuay con ele cosa ay pasa, y ele ay queda bajo el di mio proteccion como el carnero puede man entra y sale para busca su comida.
010	El intencion del ladron si ta entra na turil amo para roba, mata, y destrosa, pero el di mio intencion cuando ya vene yo aqui na mundo amo para dale vida con el maga gente, y aquel vida bien completo y nuay fin.
011	Yo amo el buen pastor, y el buen pastor ay otorga muri para salva con el di suyo maga carnero.
012	El gente quien pagao lang para visia con el maga carnero, hende ele el verdadero pastor ni el dueo del maga carnero.
012	Poreso cuando ay llega el animal montesco para ataca con el maga carnero, ese gente pagao ay abandona con esos y ay pega le de carrera.
012	Despues el animal montesco ay ataca con el maga carnero y ay hace calayat con esos.
013	Ya abandona le con el maga carnero cay pagao lang ele y hende ta cuida enbuenamente con esos maga carnero como ta hace el dueo.
014	Yo amo el buen pastor, y conforme mi Padre conoce conmigo, yo tamen conoce con ele.
014	Igualmente conoce yo con el di mio maga carnero, y sila tamen conoce conmigo.
014	Y ta otorga gayot yo muri para con esos maga carnero.
015	Tiene pa yo otro maga carnero que hende pa na di mio turil.
015	Necesita tamen yo recoje gayot canila, despues ay oi sila el di mio voz y ay sigui sila conmigo.
015	Entonces todo esos ay queda un grupo lang bajo mando de un pastor.
016	El di mio Padre ta ama gayot conmigo cay ta otorga yo muri para con el maga carnero, y ay muri yo para despues ay puede yo levanta ole del muerte.
017	Hende yo ay muri cay el maga gente lang ta desea mi muerte, sino por causa del di mio mismo querer ay deja yo con el maga gente mata conmigo.
017	Tiene man yo el poder para muri y tiene tamen el poder para queda vivo ole, cay ese el cosa di mio Padre ya ordena hace conmigo.
018	Cuando el maga lider Judio ya oi el cosa ya habla si Jesus, ya tene sila otro opinion.
019	Mucho di ila ta habla, Ese gente tiene demonio.
019	Hende ba ese loco?
019	Para cosa pa man oi con ele?
020	Pero otros tamen ta habla, El gente tiene demonio hende ta conversa ansina.
020	Puede ba el demonio cura el ojos del maga bulak?
021	Despues ya llega el tiempo para el celebracion na Jerusalem que ta acorda sila el dedicacion del templo de antes pa gayot.
022	Ya sucede aquel celebracion durante el tiempo de frio, y si Jesus ta camina adentro de aquel lugar que ta llama el Corredor di Solomon alla na templo.
023	El maga lider Judio ya atraca con ele y ya ajunta alrededor di suyo.
023	Despues ya hace sila pregunta con ele, Hasta cuando gayot uste ay deja colgao el di amon resuello?
023	Si uste el Cristo, habla ya gayot canamon el verdad.
024	Ya contesta si Jesus, Ya habla ya man yo con ustedes, pero nuay man gayot ustedes cree el cosa yo ya habla.
024	El maga trabajo que ta hace yo con autoridad del di mio Padre, bastante ya gayot para dale mira con ustedes si quien yo.
025	Pero hende ustedes ta cree siempre cay hende ustedes como si fuera el di mio maga carnero.
026	El di mio maga carnero ta oi con el di mio voz y ta conoce yo canila y ta sigui sila conmigo.
027	Ta dale yo canila vida eterna.
027	Hende sila ay muri y nuay ningunos ay puede saca canila na di mio mano.
028	El di mio Padre, el mas poderoso de todo, ya dale conmigo con ese maga gente que ta compara yo con el maga carnero, y nuay ni uno ay puede saca canila na mano del di mio Padre.
029	Yo y el di mio Padre Celestial como uno lang gayot.
030	Despues el maga lider Judio ya pipina ya tamen piedra otra vez para guerria con ele.
031	Ya habla si Jesus canila, Mucho trabajo bueno ya hace yo na delante di ustedes que mi Padre ya dale conmigo para hace.
031	Y ahora, cosa del di mio trabajo que ya causa con ustedes para guerria piedra conmigo?
032	Ya contesta sila, Hende man por causa del maga buen trabajo quiere came guerria con uste, sino ta hace came este por causa del modo ta insulta uste con Dios.
032	Masquin gente lang uste ta precura man uste man igual con Dios.
033	Ya contesta si Jesus canila, Hende ba escribido na di ustedes mismo ley que Dios ya habla, Ustedes el maga dios?
034	Sabe kita masquin hasta para cuando deverasan gayot el cosa ya escribi na Sagrada Escritura.
034	Dios mismo ya llama canila maga dios, con aquellos con quien ya dale le su mensaje.
035	Entonces porque man ustedes ta habla que ta insulta yo con Dios cuando ya habla yo que yo el Hijo de Dios?
035	Paquemodo man yo ta insulta con Dios siendo ele amo ya escoje conmigo y ya manda conmigo aqui na mundo?
036	Si hende yo ta hace el trabajo del di mio Padre, no necesita ustedes cree el cosa ta habla yo con ustedes.
037	Pero si ta hace gayot yo el di suyo trabajo, masquin hende ustedes ta cree el di mio maga palabra, necesita ustedes cree lang por causa del maga trabajo que ta hace yo.
037	Despues ay puede ustedes sabe siempre y entende enbuenamente que el di mio Padre unido conmigo y yo unido con ele, como uno lang came siempre.
038	Despues ya precura gayot sila arresta con ele otra vez, pero nuay sila puede cay ya escapa ya le.
039	Entonces si Jesus ya bira ole para na otro lao del Rio de Jordan donde el primera vez ya bautisa si Juan.
039	Y si Jesus ya queda anay alla por cuanto dias.
040	Mucho gente ya anda con ele, y ta habla sila con uno y otro, Si Juan nuay hace maga milagro, pero deverasan gayot todo el que ya habla le acerca de este gente.
041	Y mucho del maga gente alla ta tene fe con Jesus.
