verse	content
001	Seis dias antes del Celebracion del Passover, ya llega si Jesus na Betania donde ta queda si Lazaro, con quien ya hace le levanta del muerte.
002	Alla ya prepara sila un cena para con Jesus, y si Marta ta ayuda sirvi canila.
002	Si Lazaro talla tamen sentao na mesa ta come junto con Jesus.
003	Despues si Maria ya saca un media kilo del perfume nardo, bien oloroso y caro, y ya basia le ese na maga pies di Jesus, y despues ya limpia le el maga pies di Jesus con su pelo.
003	Que bien oloroso gayot ya queda entero casa!
004	Pero si Judas, uno del di suyo maga dicipulo, aquel ya gane quien ay traiciona con ele, ya habla,
005	Porque man hende ya lang vende ese perfume y el cen dale con el maga pobre?
005	El valor de ese perfume igual con el un ao de sueldo!
006	Ya habla le ansina, hende cay tiene le lastima con el maga pobre, sino por causa cay ele un ladron.
006	Ele el tesorero na grupo del maga dicipulo y tiene vez ta roba le poco poco.
007	Pero ya habla si Jesus, No estorba con este mujer, cay ya guarda le ese para perfuma el di mio cuerpo adelantao para el dia del di mio intierro.
008	El maga pobre taqui junto pirmi con ustedes, y ay puede ustedes ayuda canila masquin cosa hora, pero yo hende permanente junto con ustedes aqui.
009	Cuando el manada de gente Judio ya sabe que si Jesus talla na Betania, ya anda sila para mira con ele, y hende lang con ele pero hasta con Lazaro tamen, con quien ya hace le resucita.
010	Poreso el maga jefe del maga padre ya inclui tamen con Lazaro na di ila plano de matar.
011	Ya hace sila ansina cay mucho del maga Judio ta deja el maga enseanza del maga padre Judio y ta cree ya sila y ta sigui ya con Jesus por causa del cosa ya sucede con Lazaro.
012	El siguiente dia el manada de gente que ya llega ya para el Celebracion del Passover ya oi que si Jesus ta vene na Jerusalem.
013	Poreso aquellos maga gente ya saca el maga palapa del palma y ya sale sila ole na ciudad de Jerusalem para hace encuentro con ele.
013	Y ta grita que grita gayot sila, Hosana!
013	Bendicido el quien ta vene na nombre del Dios el Seor!
013	Dios ta bendici con el Rey de Israel!
014	Despues ya encontra si Jesus un asno joven, y ya munta con ese como ya escribi na Sagrada Escritura de antes,
015	Ustedes maga gente del ciudad de Zion, no tene miedo!
015	Mira ustedes!
015	Ta vene el di ustedes rey y ta munta le na un asno joven.
016	Aquel tiempo el maga dicipulo di Jesus nuay entende el significacion del di suyo entrada, pero cuando ya resucita ya le, ya acorda ya sila el maga palabra que antes pa escribido ya acerca de aquel entrada di Jesus na Jerusalem.
017	Aquel manada de gente quien ya man junto con Jesus alla na tumba cuando ya hace le levanta con Lazaro del muerte, sila amo el ta continua reporta na Jerusalem acerca de ese milagro di Jesus na Betania.
018	Poreso el maga gente na Jerusalem quien ya oi el noticia acerca del milagro di Jesus ya anda hace encuentro con ele.
019	Ahora, cuando el maga Pariseo ya mira tamen que bien popular si Jesus, ya habla sila con uno y otro, Mira se!
019	Hende na gayot kita ay puede hace nada, dol todo el maga gente ta sigui ya con ele!
020	Tiene tamen alla maga Griego entre el manada de gente quien ya anda na Jerusalem para adora con Dios durante el Celebracion del Passover.
021	Esos maga Griego ya atraca con Felipe, quien ya sale na Betsaida un pueblo de Galilea, y ya habla sila con ele, or, quiere tamen came conversa con Jesus.
022	Entonces si Felipe ya anda habla con Andres, y si Andres ya anda junto con Felipe para habla con Jesus que el maga Griego quiere conversa con ele.
023	Ya contesta si Jesus, Ya llega ya el hora para recibi ya el Hijo del Hombre el grande honor.
023	Despues si Jesus ya compara el di suyo muerte con un grano de trigo, y ya habla le,
024	Ahora, ta habla yo claro con ustedes, si el grano del trigo ay deja kita alli sin sembrar, un grano lang ese hasta cuando, pero si ay sembra kita ese na tierra, como si fuera ay man buluk anay ese y despues ay crici, y cuando grande ya ese ay produci mucho fruta.
025	Ansina tamen, si quien gayot ta ama lang di suyo mismo vida, el di suyo alma ay queda bien lejos con Dios.
025	Pero si quien hende pirmi ta acorda ya lang por causa del di suyo vida, ele ay guarda su alma hasta para cuando.
026	Si quien quiere sirvi conmigo necesita gayot sigui conmigo, para masquin donde yo talli tamen el di mio servidor.
026	Y el di mio Padre Celestial ay dale honor con el quien ta sirvi conmigo.
027	Ya continua si Jesus habla, Dol quiere gayot mi corazon rebenta de dolor.
027	Cosa gaja yo ahora ay suplica con Dios?
027	Ay habla ba yo con ele, Padre, no mas lang llega el hora del di mio sufrimiento?
027	Hende gayot yo ay suplica ansina, cay ya vene gane yo aqui na mundo para cumpli este sufrimiento.
028	Entonces ya reza pa si Jesus, Dios Padre, dale mira el di uste poder para el maga gente ay dale honor con uste.
029	Despues ya sale un voz na cielo que ya habla, Ya dale ya yo mira canila mi poder por medio del di tuyo maga trabajo, y ay dale pa yo canila mira ese otra vez.
030	Alla cerca con Jesus tiene mucho gente parao, y ya oi tamen sila con aquel voz y ya habla, Ya trona man!
030	Y otros tamen ya habla, Tiene gaja un angel ya man cuento con ele!
031	Pero ya habla si Jesus, Aquel voz que ya sale na cielo hende lang para el di mio provecho sino para di ustedes,
032	cay ya llega ya el tiempo para principia jusga con el maga gente de este mundo, y el tiempo ya tamen para destrosa el poder di Satanas quien ta reina con este mundo.
033	Y cuando ay clava sila conmigo na cruz, el resulta de ese ay causa yo con todo el maga gente para atraca conmigo.
034	Ya habla le ansina para puede le hace entende canila si paquemodo le ay muri.
035	Ya habla el maga gente con ele, Sabe kita ta habla na di aton ley que el Cristo ay vivi hasta para cuando, pero ta habla uste que tiene quien ay clava con el Hijo del Hombre na cruz.
035	Si ansina, quien ba ese Hijo del Hombre?
036	Ya contesta si Jesus canila, Ya habla ya man yo con ustedes que yo amo el luz, pero este luz hende na ay tarda man junto con ustedes.
036	Entonces mientras tiene pa luz, continua ustedes camina na claridad de este luz, para el oscuridad hende ay gana con ustedes.
036	El quien ta camina na oscuridad no puede sabe si donde le ta anda.
037	Mientras taqui pa el luz, tene confianza con este luz, para ay queda ustedes dol maga anak de este luz.
038	Cuando ya acaba si Jesus conversa, ya sale le y nuay sila puede encontra con ele.
039	Masquin ya hace si Jesus el maga milagro na presencia del maga Judio, nuay sila cree con ele.
040	Ansina ya cumpli ya el cosa ya habla el profeta Isaias de antes cuando ya habla le,
041	Seor, quien man ya cree el mensaje que ya habla came?
041	Y con quien ba el Seor ya puede dale mira el di suyo poder?
042	Nuay sila puede cree por este rason tamen que ya habla si Isaias,
043	Como si fuera Dios ya hace bulak el di ila maga ojos para hende sila puede mira, y como si fuera ya hace tamen le duro el di ila cabeza para hende sila puede entende y para hende sila ay vene conmigo para hace pa yo canila bueno.
044	Desde antes pa si Isaias ya habla ya ese, cay como si fuera ya sabe ya le que bien alto el posicion di Jesus junto con Dios, y ya escribi le acerca di Jesus.
045	Masquin el mayor parte del maga Judio nuay cree con Jesus, tiene pa mucho di ila ya cree gayot con ele, pero hende sila ta admiti na publico cay tiene pa miedo con el maga Pariseo y basi ay cancela pa canila como miembro del di ila iglesia.
046	Tiene sila miedo admiti el di ila fe cay quiere sila recibi el alabanza del maga gente mas pa que quiere sila recibi el alabanza que ta sale con Dios.
047	Despues si Jesus ya habla na publico con voz suena, Si quien ta tene fe conmigo, hende lang conmigo pero ta tene tamen fe con el quien ya manda conmigo aqui.
048	Y si quien ta mira conmigo, igual ya como ta mira le con Dios quien ya manda conmigo aqui.
049	Ya vene yo aqui na mundo como el luz para ilumina el entendimiento del maga gente, para si quien ay cree conmigo hende ay esta na oscuridad.
050	Si quien ta oi el cosa ta ensea yo pero no quiere obedece con ese, hende yo ay jusga con ele, cay nuay man yo vene para jusga con el maga gente del mundo, sino ya vene yo para salva con el maga gente.
051	Tiene uno quien ay jusga con el gente quien hende ta cree el di mio maga palabra.
051	Este mismo maga palabra que ya habla yo amo ay sirvi de evidencia para man testigo contra con ele na ultimo dia.
052	Hende yo ta habla este maga palabra con el di mio mismo autoridad, sino con el autoridad del Dios Padre quien ya manda conmigo aqui, y ele amo ya habla conmigo todo las cosas que necesita yo habla con ustedes.
053	Sabe yo que si quien ta obedece el maga mandamiento de Dios ay tene le vida eterna.
053	Entonces el cosa ta habla yo amo el cosa el di mio Padre Celestial ya manda conmigo habla.
