verse	content
001	Despues ya habla si Jesus con su maga dicipulo, Ta habla gayot yo con ustedes, que tiene de este aqui parao hende pa ay muri hasta ay sabe sila que Dios amo el quien ta reina con grande poder.
002	Despues de seis dias si Jesus ya lleva con Pedro, con Santiago, y con Juan para alla na un monte alto, donde nuay otro gente.
002	Y ya mira sila el ichura di Jesus ya queda cambiao.
003	El di suyo ropa ya queda bien blanco como maca silao y nuay ningunos aqui na mundo quien puede hace mas blanco que con ese blancura.
004	Despues ya aparece canila si Elias pati si Moises, y ta man cuento sila con Jesus.
005	Despues ya habla si Pedro con Jesus, Maestro, bueno gayot cay taqui came, para puede planta tres payak, uno para di uste, uno para di Moises, y el otro para di Elias.
006	Si Pedro ya habla ansina cay no sabe man le si cosa le ta habla, cay ele pati si Juan y si Santiago bien tiene gayot miedo.
007	Despues ya tapa canila el sombra del celaje, y un voz ya sale alla que ta habla, Este amo el di mio Hijo, con quien ta ama gayot yo.
007	Pone gayot atencion con ele.
008	Derrepente lang ya mira sila alrededor di ila que nuay mas man ningunos alla junto canila, sino si Jesus lang man solo solo.
009	Mientras ta abaja sila na monte, si Jesus ya habla canila que no avisa ni con ningunos el cosa ya mira sila, hasta ay llega el tiempo que el Hijo del Hombre ay resucita del muerte.
010	Entonces ya obedece sila con ele, pero ta man preguntajan Cosa man ese resureccion del maga muerto?
011	Y ya pregunta sila con Jesus, Porque man el maga maestro Judio ta habla que necesita si Elias man una vene?
012	Ya contesta si Jesus, Deverasan ese, si Elias ay man una vene para arregla enbuenamente todo el maga cosas, pero cosa ba ya escribi acerca del Hijo del Hombre na Sagrada Escritura?
012	Ya habla que el Hijo del Hombre gane necesita sufri anay y queda despreciao.
013	Pero ta habla yo con ustedes que si Elias ya llega ya, y el maga gente ya hace con ele el cosa sila quiere, cay ya cumpli lang sila el cosa ta habla na Sagrada Escritura.
014	Ya abaja ya sila na monte, y cuando ya man junto sila con el maga otro dicipulo ya mira sila mucho gayot gente alrededor canila, y tiene del maga maestro Judio y el maga dicipulo ta man discutijan.
015	Cuando el maga gente ya mira con Jesus, ya queda sila bien asustao, y ya corre sila dayun para saluda con ele.
016	Despues ya pregunta le con el maga dicipulo, Cosa man aquel discucion di ustedes con el maga maestro Judio?
017	Despues uno del maga gente ya habla, Maestro, ya lleva yo con el di mio hijo apa aqui con uste, cay controlao man este del demonio.
018	Y masquin cuando ta ataca el demonio con mi bata, ta hace le tumba con este na tierra, y ta man bula bula el di suyo boca, y ta man pagut tamen su diente y su cuerpo ta man tiskuk.
018	Ya suplica ya man yo con el di uste maga dicipulo, para icha afuera con ese demonio, pero nuay man sila puede.
019	Despues si Jesus ya habla canila, Que bien falta el fe del maga gente de este generacion!
019	Hasta cuando pa ba yo necesita esta junto con ustedes?
019	Hasta cuando pa ba gayot yo ay aguanta y tene paciencia con ustedes?
019	Despues ya habla le con el gente, or, lleva dao con ese bata aqui conmigo.
020	Despues ya lleva sila con el bata con Jesus.
021	Apenas ya mira el demonio con Jesus ya ataca le dayun con el bata, y ya hace lampus con ese na tierra y ta man ligid ligid gayot le y hasta el boca ta man bula bula.
022	Ya pregunta si Jesus con el tata del bata, Desde cuando le ya tene ese clase de enfermedad?
023	Y ya habla el tata, Desde diutay pa le hasta ahora.
024	Muchas veces este demonio ta hace con ele salta na fuego o na agua, para precura destrosa con ele.
024	O, Seor, favor tene lastima y ayuda canamon si puede.
025	Y ya habla si Jesus con ele, Porque man ta habla uste, si puede yo?
025	Si el gente ta cree con Dios, todol cosas puede le hace.
026	Enseguidas ya habla gayot el tata del bata, Ta cree yo, Seor, pero ayuda conmigo, cay ta falta el di mio fe.
027	Cuando si Jesus ya mira con el manada de gente ta vene corriendo, ya regaa le con el demonio que ta hace bungul y apa con el bata, y ya habla le, Ta ordena yo con bos sale na cuerpo de este bata, y no mas bira otra vez.
028	Despues el demonio ya grita bien duro duro gayot, y ya ataca le con el bata otra vez bien fuerte gayot, y ya sale le na cuerpo de ese.
028	Despues el bata ya queda media muerto, y mucho gente ya habla que muerto ya le.
029	Pero ya agarra si Jesus el mano del bata para hace levanta, y ya puede le para.
030	Despues si Jesus ya entra na casa, y cuando ele ya lang talla junto con su maga dicipulo, ya pregunta sila con ele, Porque man nuay came puede icha afuera con aquel demonio?
031	Ya habla le canila, Este clase puede lang icha afuera por medio de rezo y ayuno.
032	Despues ya sale ya sila de aquel lugar, y ya pasa na Galilea.
032	No quiere mas ele que el maga otro gente ay sabe si donde le ay anda,
033	cay ta ensea gane le con su maga dicipulo.
033	Y ta habla le canila, Ay llega el tiempo el Hijo del Hombre ay queda entregao na mano del maga gente y ay mata sila con ele, y despues de tres dias ay resucita le.
034	Pero el maga dicipulo no puede entende acerca del di suyo maga palabra, y ta tene sila miedo hace pregunta acerca de ese.
035	Despues ya llega sila na Capernaum, y cuando adentro ya sila na casa, ya pregunta le canila, Cosa man ustedes ta man cuento endenantes na camino?
036	Pero tiene sila huya contesta, cay cuando ta camina pa sila, ta man discutijan ya sila con uno y otro si quien di ila el mas importante.
037	Despues ya senta anay si Jesus y ya manda con el doce dicipulo atraca con ele, y ya habla le, Si quien quiere queda bien importante necesita le queda menos de todo, y sirvi anay con otros.
038	Despues ya saca le un bata, y ya pone con ese na medio di ila, y ya abrasa le con ese bata y ya habla,
039	Si quien ay recibi un bata como este bata por amor di mio, igual como ta recibi le conmigo.
039	Y el gente quien ta recibi conmigo, hende lang le ta recibi conmigo pero igual tamen ta recibi le con el di mio Padre na cielo, quien ya manda conmigo aqui.
040	Despues ya habla si Juan con Jesus, Maestro, ya mira came un gente que ta icha afuera con el maga demonio por medio di uste nombre, y ya prohibi came con ele no hace ansina, cay hende le uno del di aton grupo.
041	Pero si Jesus ya habla con ele, No prohibi con ele, cay el gente ta hace milagro del di mio nombre, hende le ay puede dayun malhabla contra conmigo.
042	El gente quien hende ta anda contra canaton, ele gayot ta man uyun canaton.
043	Ta habla gayot yo, el gente quien ay dale con ustedes toma masquin un baso ya lang de agua por causa del nombre di Cristo, ele ay recibi gayot recompensa.
