verse	content
001	Cuando todo ya el maga gente ya volve na di ila maga casa, si Jesus ya anda para na Monte de Olivo.
002	Ala maana bien temprano pa gayot ya bira le ole na templo de Jerusalem, y el maga gente ya man tumpuk alrededor di suyo.
002	Despues ya senta le para ensea canila.
003	Mientras ta ensea le, ya llega el maga maestro Judio pati el maga Pariseo llevando un mujer con quien ya cuji sila na acto gayot ta comete adulterio.
003	Despues ya pone sila con ele na presencia del maga gente, y ya habla sila con Jesus,
004	Maestro, este mujer cujido gayot na acto ta comete adulterio.
005	Si Moises ya escribi na di aton ley si tiene mujer ta comete adulterio, necesita kita guerria piedra con ese hasta ay muri le.
005	Ahora, cosa man el di uste opinion acerca de ese?
006	Ya pregunta sila ansina para si ay habla le contra con el ley di Moises, tiene sila el rason para acusa con ele.
006	Pero ya agacha ya lang si Jesus y ya escribi le con dedo na polvos del piso.
007	Mientras ta escribi le, ta continua sila hace pregunta con ele.
007	Despues ya man derecho le su cuerpo y ya habla, Si tiene uno di ustedes quien nuay comete ni un pecado, puede le man una principia guerria piedra con este mujer.
008	Despues ya agacha le ole y ya continua escribi con dedo na polvos del piso.
009	Cuando ya oi sila con Jesus habla ansina, ya sale sila uno uno, principiando con el mas mayor de edad di ila hasta ya queda ya lang si Jesus y el mujer talla pa parao.
010	Despues si Jesus ya man derecho su cuerpo otra vez y ya pregunta le con el mujer, ora, donde ya aquellos quien ta lleva con uste aqui?
010	Nuay ba ni uno di ila ya esta para acusa con uste?
011	Ya contesta el mujer, Nuay mas, Seor.
012	Y ya habla si Jesus, Entonces yo tamen hende ay sentencia con uste.
012	Camina, y descansa ya de pecar.
013	Despues ta continua si Jesus ensea con el maga lider Judio na templo, y ya habla, Yo amo el Luz que ta ilumina el entendimiento del maga gente na mundo.
013	Si quien ay sigui conmigo cay tiene le fe, ay tene el luz que ta dale vida, y hende ele ay sigui camina na oscuridad.
014	Despues el maga Pariseo ya habla con ele, Uste lang mismo ta para de testigo con uste mismo.
014	Hende ese amo, poreso no puede came cree con uste.
015	Ya contesta si Jesus, Masquin yo lang gane mismo ta habla afavor di mio, deverasan gayot el cosa ta habla yo, cay sabe gayot yo de donde yo ya sale, y sabe tamen yo que ay bira yo alla otra vez.
015	Ustedes no sabe gane si de donde yo ya sale, y no sabe tamen donde ba yo ay anda.
016	Ta jusga ustedes conmigo conforme el maga reglamento de gente, poreso hende ese amo.
016	Pero yo hende ta jusga ni con ningunos.
017	Y masquin si ay jusga yo con el maga gente, el di mio dicision justo gayot, cay hende lang yo solo ta jusga, pero junto conmigo el quien ya manda conmigo aqui na mundo.
018	Alli na di ustedes ley ya escribi si Moises que si tiene dos testigo ta dale igual testimonio, entonces el cosa ta habla sila deverasan gayot.
019	Ta testifica gane yo el di mio mismo persona, y el di mio Padre quien ya manda conmigo aqui ta testifica tamen afavor di mio.
020	Ya pregunta el maga Pariseo con ele, Ahora, donde man ese Padre di uste?
