verse	content
001	Sadto na panahon may nagtiripon gihapon kan Jesus na pagkadamu-damo na katawuhan.
001	Adto sinda kaupod niya sa sulod sin tulo ka adlaw kaya nagkaurubusan gayod sinda sin balon.
001	Ginpahalapit ni Jesus an iya mga disipulos kag sinabihan sinda,
002	Kaluoy ko sa mga katawuhan tungod na nakiupod sinda sa akon sa sulod sin tulo na ka adlaw yana kag waran makaon.
003	Kun paulion ko sinda na gutom basi magkadirismayo sinda sa dalan kay an iba sa inda hali pa sa harayo na lugar.
004	Nagsabat an iya mga disipulos, Adi kita sa kabukidan kaya diin kita makuha didi sin makaigo na pagkaon para ipakaon sani na mga katawuhan?
005	Naghunga naman siya sa inda, Pira ka bilog na tinapay an ada sa iyo?, Pito lang, an inda sabat.
006	Ginpairingkod ni Jesus an mga katawuhan sa duta.
006	Tapos kinuha niya an pito ka bilog na tinapay.
006	Pakapasalamat gin-utud-utod an tinapay kag ginbarahin sa iya mga disipulos agod ipanghatag ninda sa katawuhan.
007	Igwa man sinda sin pira ka bilog na isda.
007	Pakapasalamati man sani ni Jesus ginsugo niya an mga disipulos na ipanghatag sa mga tawo.
008	Nagkaraon sinda tanan kag nagkaburusog.
008	Pagkatapos an nabilin na mga tinapay kag isda ginpunpon san mga disipulos kag nakapuno pa sin pito na bangkat.
009	Mga upat ka libo na mga tawo an adto didto.
009	Pagkabusog na san mga tawo pinauli na sinda ni Jesus
010	kag sadto mismo nagsakay siya sa dako na baruto kaupod an iya mga disipulos kag nagkadto sinda sa lugar san Dalmanuta.
011	Pag-abot ninda didto nagkadto naman an mga Pariseo kan Jesus kag nagtuna pakigsuay sa iya.
011	Nangayo sinda na maghimo siya sin milagro bilang tanda na hali sa langit an iya poder.
011	Ini pagporbar lang sa iya.
012	Naghangos naman sin halawig si Jesus na nagsabi, Nano kay nagahanap kamo sin tanda?
012	Tandai an sasabihon ko, wara sin nano man na tanda na igapakita sani na katawuhan.
013	Tapos binayaan sinda ni Jesus kag nagsakay gihapon sa dako na baruto patabok.
014	Niyan didto sa baruto nalimtan gali san mga disipulos magdara sin balon.
014	Usad lang ka bilog na tinapay an dara didto ninda.
015	Didi ginpadaanan sinda ni Jesus, Paghimat kamo!
015	Likayi niyo an lebadura san mga Pariseo kag amo man ni Herodes.
016	Nag-iristoryahan sinda, Tungod na wara kita sin tinapay kaya nagsabi siya sana.
017	Naaraman ni Jesus kaya hinunga sinda, Nano kay ginairistoryahan niyo na wara kamon dara na tinapay?
017	Dili pa ba niyo naiintyindihan?
017	Wara pa ba kamon pagkasabot?
017	Matugas lang gihapon kamo?
018	Nano, dili kamo nakagamit san mga mata para makita?
018	May talinga man kamo, kaya nano, dili kamo nakagamit sani para mamati?
018	Dili ba niyo nadudumduman?
019	San utud-utudon ko an lima ka bilog na tinapay para sa lima ka libo ka tawo, pira ka bangkat an iyo natipon?
020	An sabat ninda, Dose.
021	San hinimo ko naman sa pito ka bilog na tinapay para sa upat ka libo, pira pa ka bangkat an iyo natipon?
022	Nagsabat gihapon sinda, Pito.
023	Ginhunga pa gihapon sinda ni Jesus, Wara pa ba kamo kasabot?
024	Pagdungka ninda sa Betsaida may buta na lalaki na gindara san iba na mga tawo kan Jesus kag nakimaluoy sinda para dapatan ini.
025	Kinabit an buta paluwas san baryo.
025	Didto ginludaan ni Jesus an mata san buta, gindapatan san iya kamot kag hinunga, May nakikita ka ba?
