verse	content
001	Tumindog an bilog na konseho kag dinara ninda si Jesus kan Pilato na gobernador.
002	Pag-abot didto, gintunaan ninda pag-akusara si Jesus sani, Naaraman namon ini na tawo na ginasulsulan an mga tawo na kontrahon an amon nasyon.
002	Ginabawal an pagbayad sin buwis kan Cesar kag nagaangkon na siya mismo si Cristo, usad na hadi.
003	Hinunga siya ni Pilato sani, Nano, ikaw an hadi san mga Judio?
004	Ikaw an nagsabi sana, an sabat ni Jesus.
005	Kaya sinabihan ni Pilato an mga namumuno san kapadian kag an katawuhan, Wara akon makita na may sala ini na tawo.
006	Pero nagpirit sinda, Paagi sa pagtukdo niya ginapasamok an mga tawo sa bilog na Judea magtuna sa Galilea hasta didi.
007	Pakabati sani ni Pilato, naghunga siya kun taga-Galilea ini na tawo.
008	Pakaaram na nasasakupan siya ni Herodes, gin-agi anay si Jesus kan Herodes na adto man sa Jerusalem sadto na mga adlaw.
009	Pakakita niya kan Jesus nalipay siya kay nabati na niya an manungod kan Jesus kag nagahandom gayod na makita siya na nagahimon milagro.
010	Kaya damo siyan ginhunga kan Jesus pero wara gayod siya pagsabata.
011	Grabe man na mga akusasyon na ginasarabi kontra sa iya san mga namumuno san kapadian kag mga paratukdo san Kasuguan na adto didto.
012	Ginapakaaluhan kag ginatuya-tuya siya ni Herodes kaurupod an iya mga suldados.
012	Pakatapos sinul-utan siya sin matahom na kapa kag binalik kan Pilato.
013	Sadto man mismo na adlaw nagkaamigo gihapon sinda Herodes kag Pilato na dati anay magkaaway.
014	Ginpatipon naman ni Pilato an mga namumuno san kapadian, mga namumuno san mga Judio kag san katawuhan.
015	Tapos ginsabihan, Gindara niyo sa akon ini na tawo bilang usad na nagasulsul san katawuhan pagkontra sa gobyerno.
015	Niyan gin-usisa ko na siya sa atubangan niyo pero wara naman akon nakita na may sala siya.
016	Abir man ngani si Herodes.
016	Kaya ginpabalik siya sa aton.
016	Niyan wara gayod siyan nahimo na sala na dapat siya ipapatay.
017	Kaya ipalatigo na lang siya pakatapos paulion.
018	Pero nagdurungan sinda tanan pagsiriyak, Patayon ina na tawo!
018	Ipaluwas sa amon si Barabas!
019	Ini na Barabas napriso tungod na kaupod san pagsamok sa syudad kag pagpatay.
020	Kay gusto ni Pilato palibrihon si Jesus nakisurmaton siya sa mga tawo.
021	Pero nagsiriyak lugod sinda, Ipako siya sa krus!
021	Ipako siya!
022	Sa ikatulo na beses ginhunga ni Pilato an katawuhan, Kay nano?
022	Nano an karautan na nahimo niya?
022	Wara akon makita na dahilan kontra sa iya na dapat siya patayon, kaya ipalatigo ko na lang siya kag pakatapos palibrihon.
023	Pero nagpirit gayod sinda kag nagsiriyak sin makusog na gusto gayod ninda ipapako si Jesus.
023	Sa katapus-tapusi napasunod ninda si Pilato.
024	Kaya nagmanda siya na matuman an inda kagustuhan.
025	Ginpalibre an gin-ayo ninda na tawo na napriso tungod sa pagsamok kag pagpatay pero gin-intriga si Jesus para mangyari an inda kagustuhan.
026	San ginapalakat na san mga suldados si Jesus para ipako sa krus may hali sa uma na tawo na an ngaran si Simon na taga-Cirene.
026	Ginpirit ninda siya na magpas-an san krus na ginadara ni Jesus kag magsunod sa iya.
027	Nagsurunod man sa iya an damu-damo na mga tawo hasta mga babayi man na nagamundo kag naganguyngoy parasa iya.
028	Pero liningi sinda ni Jesus kag sinabihan, Mga kababayihan na taga-Jerusalem, ayaw niyo ako pagtangisi kundi tangisi an iyo sadiri kag san iyo mga kaanakan.
029	Sigurado gayod na may maabot na mga adlaw na masarabi an mga tawo, Malipay idton mga baog, mga babayi na waran anak kag wara gayod magpadudo!
030	Sana na maabot na panahon
031	sisiyakan san mga katawuhan an mga kabukidan, Tumpagi kami!
032	kag sa mga bakilid, Tahubi kami!
033	Kay kun sugad sani an ginahimo sa akon na bagan sanga na buhay pa, nano an pagahimuon sa iyo na mga Judio kay kamo bagan kahoy na uga na?
034	May duha na kriminal na ginpaupod man guyod agod patayon kaupod ni Jesus.
035	Pag-abot ninda tanan sa lugar na ginatawag na Bungo, didto ginpako san mga suldados si Jesus sa krus kag amo man an duha na kriminal sa magluyo niya.
035	Tapos ginpatindog ini tanan.
036	Niyan, nagsurmaton si Jesus, Ama ko, patawada sinda kay dili ninda aram an inda ginahimo.
036	Pakatapos ginbarahin ninda an iya mga sul-ot paagi sa pagparipahan.
