verse	content
001	Nagkaradto kan Jesus an mga Pariseo kag mga paratukdo san Kasuguan na hali sa Jerusalem kag naghunga,
002	Nano kay an imo mga disipulos dili nagasunod san kaugalian san mga kalulululuhi kundi nagakaraon na dili anay nagahugas san kamot sa tama na paagi?
003	Ginsabat man sinda ni Jesus, Nano man kamo kay ginasupak niyo an sugo san Dios dahilan san iyo kaugalian?
004	Nagsugo an Dios,
005	Galangan mo an imo ama kag iloy,
006	kag
007	An nagapakaraot sa iya ama kag iloy dapat gayod ipapatay.
008	Pero kamo naman nagasabi, Kun may magsabi sa iya ama o iloy: Nakatalaga na sa Dios an dapat ko na ikabulig sa iyo, dili na siya dapat maggalang sa inda paagi sa pagsustento.
009	Kaya paagi sani ginabalewara niyo an surmaton san Dios tungod san iyo kaugalian.
010	Mga pakitan-tawo lang!
010	Tama an ginsabi ni Isaias manungod sa iyo!
011	Ginagalangan ako sani na mga tawo sa surmaton lang pero an inda mga tagipusuon harayo sa pagsunod sa akon.
012	Waran pulos an pagsamba na ginahalad ninda sa akon kay an katukduan na inda ginapahayag mga kasuguan lang san mga tawo.,
013	Ginpahalapit ni Jesus an mga tawo kag ginsabihan, Pamatii niyo ako kag sabuta!
014	Dili nakapaati sa tawo an nagasulod sa ba-ba kundi an nagaluwas sani.
015	Pakatapos sadto nagkaradto sa iya an mga disipulos kag naghunga, Nano, dili mo ba aram na nagkaururit an mga Pariseo pakabati sana na ginsabi mo?
016	Nagsabat si Jesus, Pagagabuton an kada tanom na dili tinanom san akon langitnon na Ama.
017	Pabayai lang sinda.
017	Pareho sinda sa mga buta na nagakabit sin otro buta kag kun san-o man may buta na nagakabit sa kapwa niya buta, pareho sinda tanan mahuhulog sa kali.
018	Didi naghangyo sa iya si Pedro, Ipahayag man sa amon ini na gin-istorya mo.
019	Naghunga naman si Jesus, Nano, dili pa gihapon kamo nakasarabot?
020	Nano, dili niyo aram na an nagasulod sa ba-ba nagaagi sa tiyan tapos iluluwas gayod?
021	Kaya ngani an ginasurmaton na hali sa tagipusuon amo an nakapaati sa tawo.
022	Nasabi ko ini kay sa tagipusuon nagahali an mga maraot na kaisipan, pagpatay, pagpanambay, pagdurog sa dili asawa, pangawat, pagtestigo sin kabuwaan kag pagtuya-tuya san kapwa.
023	Amo ini an nakapaati sa tawo pero kun magkaon na wara anay maghugas san kamot dili gayod nakapaati sa tawo.
024	Naghali didto si Jesus kag nagpakadto sa lugar na halapit sa mga lungsod san Tiro kag Sidon.
025	Didto may babayi na taga-Cana na nagaistar sadto na lugar na nagahalapit sa iya kag nagasiyak, Sir, Lahi ni David, maluoy ka man sa akon kay an akon anak na babayi nasudlan sin maraot na espirito kag ginapasakitan sin grabe.
026	Pero wara siya pagsabata ni Jesus.
026	Kaya ginhalapitan siya san iya mga disipulos kag nakimaluoy, Pahalia na siya kay nagaparasunod sa aton na sige an kasiyak.
027	Didi nagsabat si Jesus, Ginsugo ako para lang sa mga tawo na taga-Israel na pareho san mga karnero na nalalagalag.
028	Pero naghalapit na an babayi kag lumuhod sa atubangan niya na nagasabi, Sir, buligi man ako.
029	Nagsabat naman didi si Jesus, Dili maayo na kuhaon an pagkaon sa kabataan kag ibahog lugod sa kaiduan.
030	Nagsabat man an babayi, Opo, Sir, pero bisan ngani an mga ido nababahugan man ngani san mga mumho na nagakatarakdag sa lamesa san inda amo.
031	Kaya ginsabihan siya ni Jesus, Tia, matuod man gayod na hugot an pagsarig mo!
031	Nangyari na an imo ginahandom.
031	Tapos sadto mismo nag-ayo dayon an iya anak na babayi.
032	Hali didto nagpadayon si Jesus kag nag-agi sa baybayon san Galilea.
032	Tapos nagsagka siya sa bukid kag nag-ingkod didto.
033	Damu-damo na mga tawo an nagkaradto sa iya na may mga dara na pilay, kimay, buta, apa kag mga iba pa.
033	Ginbutang ninda sa may tiilan ni Jesus ini kag gin-ayo niya.
034	Kaya nangangawa an kadamuan pakakita na an apa nakasurmaton, an kimay naayo, an pilay nakalakat kag an buta nakakita.
034	Dahilan sani gin-umaw ninda an Dios san Israel.
035	Pakatapos sani ginpahalapit ni Jesus an iya mga disipulos kag sinabihan, Naluluoy ako sa mga tawo kay nagparaupod na sinda sa akon sin matulo na ka adlaw yana kag wara sin makaon.
035	Habo ko naman sinda na paulion na gurutom kay basi magkadirismayo sinda sa dalan.
036	Kaya ginhunga siya san iya mga disipulos, Sani na kabukidan diin man kita makuhan tinapay na makaigo ipakaon sa kadamuan?
037	Didi naghunga si Jesus sa inda, Pira ka bilog na tinapay an ada sa iyo?
038	Nagsabat sinda, Pito po kag mga pira ka bilog na tigdyutay na isda.
039	Ginpairingkod niya sa duta an katawuhan.
040	Tapos kinuha an pito ka bilog na tinapay kag san isda.
040	Pakapasalamat sa Dios gin-utud-utod ina kag tinunol sa iya mga disipulos na amo man an nagpanghatag sa katawuhan.
041	Nagkaraon sinda tanan kag nagkaburusog.
041	Pagkatapos, pito pa ka bangkat an natipon na mga sobra.
042	Niyan upat ka libo na kalalakihan an nagkaraon pwera pa san kababayihan kag kabataan.
043	Pakapaulia ni Jesus san kadamuan nagsakay siya sa dako na baruto kag nagpakadto sa lugar san Magadan.
