verse	content
001	Myintras nagalakat si Jesus, may nakita siyan tawo na gin-anak na buta.
002	Ginhunga siya san iya mga disipulos, Maestro, sin-o an may sala kaya nabuhay siya na buta?
002	Ini daw na tawo o an iya mga ginikanan?
003	Nagsabat si Jesus, Pareho sinda waran sala.
003	Nabuhay siya na buta agod ikahayag paagi sa iya an gahom san Dios.
004	Niyan, myintras bagan adlaw pa, dapat pagparahimuon ta an mga ginasugo sa aton san Dios na nagsugo sa akon.
004	Maabot an gab-i na wara nan makatrabaho.
005	Myintras adi ako sa kinab-an ako an ilaw para sa mga tagakinab-an.
006	Pakasabi sani, nagluda siya sa duta kag naghimo sin lapok paagi sa luda.
006	Tapos linahid niya sa mata san buta na lalaki
007	kag sinabihan, Kadto kag paghiram-os sa tangke san Siloe.
007	An gusto sabihon sani, Sinugo.
007	Kaya naglakat an buta kag nanghiram-os.
007	Tapos nag-uli na nakakita na siya.
008	Nagpahurunga-hunga an iya mga katarakin kag san mga tawo na kasadto nakakita sa iya na nakilimos, Nano, dili amo ini idton tawo na dati anay nagaingkod kag parapakilimos?
009	May mga nagsabat, Oo, amo ina siya.
010	May mga iba naman na nagsabi, Dili, nakamayo lang siya.
011	Pero an lalaki mismo nagsabi, Ako amo idto.
012	Tapos ginhunga siya ninda, Sa pan-o na paagi kay nakakita ka na?
013	Nagsabat an dati buta, An tawo na ginatawag na Jesus naghimo sin lapok, linahidan an akon mga mata kag nagsabi, Kadto kag manghiram-os ka sa Siloe.
013	Kaya nagkadto ako kag pakahiram-os nakakita na!
014	Naghunga sinda, Hain naman siya?
015	Ambot, an sabat niya.
016	Ginpaupod san mga tawo an dati buta na lalaki sa mga Pariseo.
017	Niyan, Adlaw sadto San Pagpahuway san naghimo si Jesus sin lapok kag ginpamuklat an mga mata san lalaki.
018	Kaya naghunga man sa iya an mga Pariseo kun pan-o kay nakakita na siya.
018	Ginsabihan naman niya sinda, Linahidan niya sin lapok an akon mga mata kag ginpahiram-os.
018	Pakatapos, nakakita na ako.
019	Didi may pira na mga Pariseo na nagsabi, Dili hali sa Dios ina na tawo kay wara niya paggalangi an Adlaw San Pagpahuway.
020	Pero may mga iba man na nagsabi, Pan-o makahimo san mga milagro sugad sani an parakasala?
020	Kaya wara sinda magkapararehon isip.
021	Tapos naghunga gihapon sinda sa dati buta, Ikaw naman, nano an masasabi mo manungod sa iya kay an imo mga mata napamuklat niya?
022	Propeta siya, an sabat san lalaki.
023	Pero wara magtuod an mga namumuno san mga Judio na an tawo dati buta kag nakakita na hasta na dili anay ginpatawag an mga ginikanan
024	kag ginhunga sinda, Matuod man gayod na ini na lalaki an anak niyo?
024	Nano, ginasabi niyo na gin-anak siya buta na?
024	Kun amo, nano kay nakakita na siya?
025	Nagsabat an mga ginikanan, Aram namon na siya an amon anak kag gin-anak na buta
026	pero dili namon aram kun nano kay nakakita na siya o kun sin-o an nagpamuklat san iya mga mata.
026	Hungaa niyo siya.
026	May tama naman siya na kaisipan.
026	Siya na mismo an makapahayag.
027	Nagsurmaton sani an iya mga ginikanan kay hadlok sinda sa mga namumuno san mga Judio na nagkaigwan pagkasarabutan na an mag-ako kan Jesus na amo an Cristo pagapahalion sa sinagoga.
028	Kaya amo ini an dahilan kun nano kay ginsabi san iya mga ginikanan, Hungaa niyo siya kay may isip na siya.
029	Sa ikaduha na beses tinawag gihapon ninda an dati na buta kag ginsabihan siya, Sa atubangan san Dios sabihi kami san kamatuudan, kay kami, aram namon na parakasala ina na tawo.
030	Nagsabat siya, Dili ko aram kun parakasala siya.
030	An aram ko lang na kasadto buta ako pero yana nakakita na.
031	Ginhunga gihapon siya ninda, Nano an ginhimo niya sa imo?
031	Pan-o niya napamuklat an imo mga mata?
032	Nagsabat siya, Ginsabi ko na sa iyo pero habo man kamo mamati.
032	Nano kay gusto niyo na bation gihapon?
032	Nano, gusto man niyo na magin disipulos niya?
033	Pakabati sani gintuya-tuya siya ninda, Ikaw an disipulos niya pero kami disipulos ni Moises.
034	Aram namon na nagsurmaton kan Moises an Dios pero ina na tawo dili namon aram kun tagadiin.
035	Nagsabat an dati buta, Makangangawa ini!
035	Ginpamuklat niya an akon mga mata kag dili niyo aram kun tagadiin siya!
036	Aram namon na an Dios dili ginapamatian an mga parakasala kundi idton mga nagasamba sa Dios kag nagatuman san iya kabubut-on.
037	Tuna san paglalang san kinab-an wara pa gayod sin nabaritaan na may nakapamuklat san mga mata san tawo na gin-anak buta na.
038	Kun ina na tawo dili hali sa Dios, wara siyan mahimo.
039	Nagsabat sinda, Gin-anak ka kag nagdako na parakasala, tapos niyan ikaw pa an matukdo sa amon?
039	Kaya pinatuklang siya paluwas.
040	Niyan, san nabaritaan ni Jesus na ginpaluwas an dati buta, nahanapan niya ini kag ginhunga, Nano, nagatuod ka sa Anak San Tawo?
041	Nagsabat an lalaki, Sir, sin-o siya?
041	Sabihi ako agod tuudan ko siya.
042	Ginsabihan siya ni Jesus, Nakita mo na siya kag siya ini na nakiistorya sa imo.
043	An sabat niya, Ginoo, nagatuod ako sa imo, tapos nagsamba siya kan Jesus.
044	Nagsabi si Jesus, Nagpakadi ako sa kinab-an agod husgaran an mga tawo para an mga buta na magtuod sa akon makakita, kag idto naman na nakakita pero habo magtuod magigin bagan mabuta lugod.
045	May mga Pariseo na adto didto kaupod niya na pakabati sani naghunga, Nano, bagan mga buta man kami?
046	Ginsabat sinda ni Jesus, Kun mga buta kamo wara kamon kasal-an pero kay nagasabi kamo na nakakita, may kasal-an pa kamo.
