verse	content
001	Say Katawan kuantod kinen Moises, Lakad ari, ta ibagam ed sikato a say Katawan a Dios na saray Hebreo et kuanto, Abuloyan mon onla ray totook, pian nigalang da ak.
002	No ag mo ni ra abuloyan ya onla,
003	dusaen ta ka diad pangipadalan ko na ambelat a salot ed saray amin ya ayayep yosaray kabayo yo, saray asno yo, saray kamilyo yo, saray baka yo, saray karniro yo, tan saray kanding yo.
004	Idomak so gawaen kod saray ayayep na saray Israelita ed saray ayayep na saray Egipsio, et anggapoy ompatey ya ayep a kayaryan na saray Israelita.
005	Siak a Katawan inggetar ko a nabwas so panggawak ed saya!
006	Diad kaimbwasan ginawa na Katawan so imbaga to, tan inaatey ya amin iray ayayep na saray Egipsio, balet anggapoy inatey ya anggan sakey ya ayep na saray Israelita.
007	Impatepet na ari no anto so agawa tan nibagad sikato ya anggapoy inatey ya ayep na saray Israelita.
007	Balet anawet nin siansiay puso to tan ag to inabuloyan ya onla la ray Israelita.
008	Insan say Katawan kuantod kindi Moises tan Aaron, Mangala kayoy sankaakup a dapul ed palbaan; si Moises so mangisibwag ed satan ya dapul ed tagey diad arap na ari.
009	Onkayat ira yan singa pinon dabuk ed intiron dalin na Egipto, tan mangiter ira na mansayon pelsa ed saray katoowan tan diad saray ayayep ed inerman a pasen.
010	Kanyan angala ray daiset a dapul tan nanalagey ira ed arap na ari; insibwag nen Moises ira may dapul ed tagey tan angiter ira na mansayon pelsa ed saray katoowan tan diad saray ayayep.
011	Ag ayarian na saramay managsalamangka so akiarapan ed kinen Moises, lapud napnoy laman da na pelsa a singa amin da ray arum ya Egipsio.
012	Balet say Katawan pinaawet toy puso na ari tan onung na imbaga la na Katawan , ag dinmengel ed kindi Moises tan Aaron.
013	Inkuan na Katawan ed kinen Moises, Nabwas na kabkabwasan lakad ari, ta ibagam ed sikato a say Katawan a Dios na saray Hebreo kuanto, Abuloyan mon onla la ray totook, pian nigalang da ak.
014	No ag mo ni ra abuloyan, aliwa labat a saray opisyal mo tan saray totoom so dusaen ko, no ag ingen pati sika, pian naamtaan mo ya anggapoy kaparak diad intiron mundo.
015	Anggapo kayo la komun ya amin natan, no pinadalan koy salot ed sika tan saray totoom.
016	Balet inabuloyan ta ka nin mambilay, ta labay kon ipanengneng ed sika so pakapanyarik, et diad ontan nikayat ed intiron mundo so dayew ko.
017	Balet siansia nin mapaatagey ka tan ag mo ni abuloyan ya ontaynan iray totook.
018	Diad onyan oras nabwas paoranen ko na kristal; ag ni yan balut agawa diad Egipto anggan kapigan.
019	Kanyan paonlam ed pasen a walay tarung sirin iray amin ya ayayep yo tan amin a bengatla a walad paway.
019	Napataan ya amin iray totoo tan ayayep a walad paway ya anggapoy tarung, et ompatey ira.
020	Ataktakot iray arum ya opisyal na ari lapud samay imbaga na Katawan , kanyan pinaonla dad pasen a walay tarung iray aripen da tan saray ayayep da.
021	Ag insingansingan na saray arum imay pasakbay na Katawan tan pinaolyan dad paway na abung iray aripen da tan saray ayayep da.
022	Insan say Katawan kuantod kinen Moises, Itorom ed tawen so limam, et ompelag ed intiron dalin na Egipto iray kristal tan napataan iray totoo, saray ayayep, tan amin a tanaman ed kaalogan.
023	Kanyan si Moises intoro tod tawen imay baston to, et pinakarul na Katawan tan pinapelag to ray kristal, tan kinmikirmat ed tapew na dalin.
023	Say Katawan pinapelag to so
024	ankakabaleg a kristal, a katekep day kirmat.
024	Sankaksilan la yan oran na kristal; ag nin balut agaway onya ed dalin na Egipto.
025	Diad intiron dalin na Egipto tinutumba na kristal iray amin a bengatlan walad paway, a pati amin da ray totoo tan saray ayayep.
025	Impalanas da ray amin a tanaman ed kaalogan tan inlulupak da ray amin a kakiewan.
026	Say Gosen labat a panaayaman na saray Israelita so pasen ya anggapoy pinmelag a kristal.
027	Impaawit na ari ira di Moises tan Aaron tan kuanto, Siak natan so nankasalanan; say Katawan so walad katonungan, balet saray totook tan siak so walad kaogsan.
028	Mampikasi kayod Katawan !
028	Ag mi la natepelan so kairapan ya iiter na sarayan karul tan kristal!
028	Abuloyan ta kayo lan ontaynan; ag kayo la dia manaayam.
029	Inkuanen Moises ed sikato, Kapaway kod siudad, iyatagey ko ray limak diad pampikasik ed Katawan .
029	Ontonday karul, tan naandi la ray kristal, pian naamtaan mo a kayaryan na Katawan so mundo.
030	Balet amtak ya ag ni antakot so Katawan a Dios, sika tan saray opisyal mo.
031	Aderal iray tanaman a lino tan sibada lapud aaniyen iray sibada, tan ombubuskag la ray rosas na lino.
032	Balet anggapoy aderal a trigo, lapud maeta ni ray bunga ra.
033	Tinaynan nen Moises so ari, pinmaway ed siudad, tan inyatagey to ray lima to diad impanpikasi tod Katawan .
033	Tinmonday karul, saray kristal, tan say oran.
034	Nen anengneng na ari so agawa, nankasalanan lamet.
034	Pinaawet toy puso to tan ontan met na saray opisyal to.
035	Anawet so puso nen ari, kanyan ag to inabuloyan ya ontaynan iray Israelita, onung na impasakbay la na Katawan diad panamegley nen Moises.
