verse	content
001	Pinmanengneng so Katawan ed kinen Abraham diad saray masanton kiew nen Mamre.
001	Manyodyorung si Abraham ed puirtay tulda to nen kapetapetangay agew;
002	tinmangwa, et anengneng toy taloran totoo a manalalagey irad ag arawin pasen.
002	Binatik to ran tampol ya inabet, insan dinmakmomo ya anggad dalin so lupa to.
003	Inkuanto, Wadya ak a magter a manlingkur ed sikayo.
003	Ag yo komun lalabasay abung ko;
003	tonda ki nin magano.
004	Abuloyan yo ak a mangalay danum a panoras yoy sali yo;
004	nayarian yoy mampainawad silong to yan kiew.
005	Mangala ak met na kanen yo, pian naitdan kayoy biskeg a mangituloy na panaakar yo.
005	Pinagalangan yo ak ed inyakar yo dia, kanyan abuloyan yo ak a manlingkur ed sikayo.
006	Inmebat ira, Salamat;
006	sigi sirin.
007	Linmoob a tampol si Abraham ed tulda tan inkuantod Sara, Ganatan mo, mangala kay sankaabigan ya arina, tan manggawa kay tinapay.
008	Insan batik ed poluk na baka, tan angalay sakey a mataban kilaw, insan inter tod sakey ya aripen a nangganat ya angiparaan.
009	Angalay kiso, gatas, tan samay niluton karniy kilaw, insan to ra imparongo ed saramay taloran totoo.
009	Sikaton diliy nansirbid sikara legan dan angan diad silong na kiew.
010	Tinepet dad sikato, Kawalaan nen asawam a Sara?
011	Wadyad dalem na tulda, ebat to.
012	Inkuan na sakey ed sikara, Siam bulan a manlapud natan, ompawil ak dia, et wala lad satan so lakin anak nen Sara.
013	Wadmay Sara ya onderengel ed biek na puirta a nibeneg nen Abraham.
014	Mataktakken la ra di Abraham tan Sara, tan ag la naliliberay Sara.
015	Kanyan inmelek a bukor si Sara tan inkuantod sikaton dili, Natan ta akolaw ak la, manliket ak ni kasin miakdul?
015	Insan sakey ni, matakken met lay masiken ko.
016	Tinepet na Katawan ed kinen Abraham, Akin et inmelek si Sara tan inkuanto, Makapananak ak ni kasi, anta akolaw ak la?
017	Akin, walay mairap ed Katawan ?
017	Onung na inkuanko la, siam bulan a manlapud natan, ompawil ak dia, et wala lad satan so lakin anak nen Sara.
018	Lapud antakot si Sara, ag to inako.
018	Ag ak pa inmelek, inkuanto.
019	Ag ka la mantitila, ebat to.
019	Inmelek ka.
020	Pinmikal la ra may lalaki tan linma rad pasen a naosdungan day Sodoma;
020	akilay Abraham, ta pasiputen to ra.
021	Inkuan na Katawan ed sikaton dili, Ag ko iyamut ed kinen Abraham so gawaen ko.
022	Magmaliw a baleg tan makapanyarin bansa iray kabyangay boleg to, tan diad panamegley to bindisionan kon amin iray bansa.
023	Sikatoy pinilik, pian niganggan to ray anak to tan saray kabyangay boleg to ya ontoluk irad siak diad panggawa ray kaptekan tan katonungan.
023	No gawaen da ya, sumpalen koy amin ya insipan kod sikato.
024	Insan inkuan na Katawan ed kinen Abraham, Makapataktakot iray dalem ed siak sumpad Sodoma tan Gomorra, tan balbaleg so kasalanan da.
025	Nakaukolan ya onakseb ak, ta kabaten ko no tua kasi o andi ira yan nadngelan kon dalem.
026	Linma la ra may duaran lalaki tan amaarap irad Sodoma, balet tinmilak so Katawan ed kinen Abraham.
027	Sinmingger si Abraham ed Katawan tan inkuanto, Talaga sirin a deralen mo ray matonung a totoo, pati saray maoges?
028	No wala bilang ed siudad so limamplon totoo a matonung, deralen mo nin siansiay intiron siudad?
028	Ag mo kasi palabasen, pian nilaban ira may limamplo?
029	Andi-duaruwan ag mo pipatey iray matonung ed saray maoges.
029	Ag nayarin balut a gawaen moy ontan.
029	Ta no gawaen mo, napidusa ray matonung ed saray maoges.
029	Ag nayarin balut!
029	Ag ta matonung so huis na intiron mundo?
030	Inmebat so Katawan , No walay narumog kon limamplon matonung a totoo ed Sodoma, ag ko la deralen so intiron siudad lapud sikara.
031	Nansalita lamet si Abraham, Pasinsiaan mo pa lay tepel na linawak a misalita lamet ed sika, Katawan .
031	Sakey ak labat a too, tan anggapoy kanepegan kon onkerew.
032	Balet nayarin wala rad may apataplo tan liman totoo a matonung, aliwan limamplo.
032	Deralen mo kasiy intiron siudad lapud kulang na limarad limamplo?
033	Inmebat so Katawan , No walay narumog kon apataplo tan liman totoo a matonung, ag ko la deralen lapud sikara.
034	Nansalita lamet si Abraham, No bilang ta apataplo ra, deralen mo ni kasi?
035	Inmebat, No walad may apataplo, ag ko la deralen lapud sikara.
036	Inkuanen Abraham, Ag ka komun mamapasnuk, Katawan, ta mansalita ak lamet.
036	No bilang ta talomplo ra, deralen mo ni?
037	Inmebat, No walad may talomplo, ag ko deralen lapud sikara.
038	Inkuanen Abraham, Pasinsiaan mo pa lay tepel na linawak, ta mikasi ak lamet ed sika, Katawan.
038	No bilang ta dogduamplo ra, deralen mo ni?
039	Inmebat, No walad may narumog kon duamplon matonung, ag ko la deralen lapud sikara.
040	Inkuanen Abraham, Ag ka komun mamapasnuk, Katawan, ta mikasi ak nin maminsan.
040	No bilang ta samsamploray narumog diman a matonung?
041	Inmebat, No walay samplora, ag ko deralen lapud sikara.
042	Kasumpal na Katawan ya akisalitad kinen Abraham, linma la tan sinmempet met lay Abraham.
