id	book	chapter	sentence_no	source_text	target_text
EXO_001_1	EXO	001	1	Inmebat ira may manamianak, Aliwan singa saray bibiin Egipsia iray bibiin Hebrea, ta mainomay iran mananak; ag ni sinmabiy manamianak et akapananak la ra.	Inya pepayaus na la ning ari ning Ehipto at ngana karela, Obat makanyan ing depat yu? Obat pepaburen yu lang mebie ding anak a lalaki?
EXO_001_1	EXO	001	1	Sayan ari inkuantod saray totoo to, Makapataktakot la ra yan Israelita, ta dakerakel tan makapanyari la ra nen say sikatayo.	Nganang sinabi karing sasakupan na, Lawan yu, mas dakal la at masikan kesa kekatamu deting Israelita.
EXO_001_1	EXO	001	1	Lapud sarayan manamianak et walay takot dad Dios, tinumangan ira na Dios tan initdan to ray anak da. Ag tinmonda so indakel na saray Israelita tan nagmaliw iran makapanyarin tuloy.	Ngarang mekibat ding ilut king ari, Kasi pu deng babaing Hebreo e ra la pu kalupa ding babai tamu keti Ehipto; e la pu magkasakit manganak at akakua rang makapanganak bayu na akuang datang ning ninuman kekami.
EXO_001_1	EXO	001	1	Saray anak nen Jacob tan saray pamilya ra a kaiba to ran linmad Egipto et saraya	Oreti ding lagyu da ring anak nang lalaking Jacob a minta karin Ehipto a kayabe na at ding pamilya ra
EXO_001_1	EXO	001	1	Ruben, Simeon, Levi, Juda,	i Ruben, Simeon, Levi, Juda,
EXO_001_1	EXO	001	1	Isacar, Zabulon, Benjamin,	Isacar, Zebulun, Benjamin,
EXO_001_1	EXO	001	1	Dan, Neftali, Gad, tan Aser.	Dan, Neftali, Gad ampon i Aser.
EXO_001_1	EXO	001	1	Pitomplo ya amin iray anak tan apo nen Jacob, a pati si Jose a wadman la ed Egipto.	Pitu lang pulu kabilangan ding heganaganang lahi nang Jacob. Atyu ne kanita i Jose karin Ehipto.
EXO_001_1	EXO	001	1	Diad impankurang na panaon si Jose, saramay agagi to, tan amin a totoo ed saman a kailalakan et inaatey ira.	Kaybat na nita, mete ya i Jose at ding sabla nang kapatad ampon ding anak da ring anak da.
EXO_001_1	EXO	001	1	Balet amayamay iray anak tan apo na saman a kailalakan, a salanti saray Israelita; dinmakerakel ira tan nagmaliw iran makapanyarin tuloy, kanyan kinmayat iran nanayam ed intiron bansa na Egipto.	Oneng menganak la ding Israelita a lahi da at merakal na lang merakal; mabilis lang merakal at tutung masikan angga king milaganapan ya karela ing Ehipto.
EXO_001_1	EXO	001	1	Sinmabiy panaon a walay balon ari na Egipto ya ag to kabat si Jose.	Linabas ing panaun at ing Ehipto mika bayu yang ari a ala nang bitasang balu tungkul kang Jose.
EXO_001_1	EXO	001	1	Diad satan, say ari angipaakseb na sakey a ganggan ed saray amin a totoo to: Ipaanur yod Ilog na Nilo so balang Hebreon laki a kapangyanak, balet ag yo papateyen iray kapangyanak a bibii.	Metula ya ing Dios karing ilut at lalu lang merakal ampon mesikan ding Israelita.
EXO_001_1	EXO	001	1	Gawaen tayoy kasiliban a pamatonda na idadakel da, ta no walay onsabi-sabin bakal, ag la pigan migampi rad saray kalaban tayo.	Nung sakaling lusuban da katamu ding kalaban pota makikampi la pa karela at kaybat takasan de ing bansa tamu.
EXO_001_1	EXO	001	1	Impatawag to sirin ira yan manamianak tan tinepet tod sikara, Akin et onyay gagawaen yo?	Oneng ding ilut, uli na ning takut da king Dios, e ra pemintuan ing utus na ning ari.
EXO_001_1	EXO	001	1	Kanyan angipasen iray Egipsio na saray opisyal a mamairap ed saray Israelita.	Inya mibili lang kapatas karing Israelita ban pasakitan da la king kapamilatan na ning mabayat a obra.
EXO_001_1	EXO	001	1	Balet sarayan manamianak, lapud walay takot dad Dios, ag da inonur imay ingganggan na ari ed sikara; ag da pinatey iray ogogaw a lalaki.	Ngana karela, Potang papanganak kayu, kabud akit yu king ing anak a mibait lalaki ya, paten ye. Nung babai ya paburen yeng mie.
EXO_001_1	EXO	001	1	Balet no panoy impanpapairap na saray Egipsio ed saray Israelita, lalon ondarakel ira tan onaawang so pasen a panaayaman da.	Oneng kabang pasakitan da la ring Israelita kanita la lalung merakal at mikalat.
EXO_001_1	EXO	001	1	Inkuantod sikara, No mamaanak kayod saray bibiin Hebrea, patey yo so ogaw no laki, balet ag yo papateyen no bii.	Misan a aldo, pekisabian na la ning ari na ning Ehipto di Sipra at Pua, ding aduang ilut a papanganak karing babaing Hebreo.
EXO_001_1	EXO	001	1	kanyan impagmaliw dan masegsegang so bilay da. Pinapasoot da ran inaripen. Impankikimey da rad panagmasa na dalin tan diad panaggawa na laryo; impankikimey da met ni rad kaalogan da. Ag da ran balut kinasian.	Inya lalu da la pang inalipusta.
EXO_001_1	EXO	001	1	Insan say ari na Egipto akisalitad kindi Sifra tan Pua, saray duaran manamianak a Hebrea.	At alang lunus da lang pepagawan laryu at binie da karela ing sablang mabayat a obra king marangle.
EXO_001_2	EXO	001	2	Apagaan ed satan iray Egipsio ed saray Israelita,	Makanyan lang mitakutan ding tau Ehipto karing Israelita.
EXO_001_2	EXO	001	2	Impankikimey da ra na ambelat diad impamaalagey dad saray siudad na Pitom tan Rameses a panangisempenay abasto na ari.	Makanyan lang mengapuersa ding Israelita king pamitalakad karing siudad ning Pitom at Rameses a pipagponduan nang kabiayan at kagamitan ning ari.
EXO_001_2	EXO	001	2	Onlaban irad satan ed sikatayo, insan da taynan so bansa tayo.	Inya kailangan tamung lumawe paralan ban e na la dakal pa.
EXO_001_2	EXO	001	2	Akin et ag yo papateyen iray ogogaw a lalaki?	E da la pete ding anak a lalaking mibait.
EXO_002_1	EXO	002	1	Diad ontombuk ya agew pinmaway si Moises tan anengneng to ray duaran Hebreo a manlalaban.	Kabukasan migbalik ya i Moises at ikit na lang mipapate ding aduang Hebreo.
EXO_002_1	EXO	002	1	Nanlokun yan bii tan nananak na laki.	Mikayanak lang metung a lalaki.
EXO_002_1	EXO	002	1	Laka sirin, inkuanen prinsisa.	Wa, panintun mu ku, nganang mekibat ning prinsesa.
EXO_002_1	EXO	002	1	Dinengel toy ngesnges da, ta anunotan toy impisipanan tod kindi Abraham, Isaac, tan Jacob.	Ikit ning Dios ing kabilian da ring Israelita, at melunus ya karela.
EXO_002_1	EXO	002	1	Si Moises inmabubon ed panayam tod saman a pamilya, tan impiasawa nen Jetro ed sikato si anak ton Zipora.	Mikayanak lang metung a lalaki. At nganang Moises king lub na, Metung ku mung dayuan a miras keti. Inya pemalagyuan neng Gersom ing anak na.
