id	book	chapter	sentence_no	source_text	target_text
JHN_001_001	JHN	001	001	O zezak am cirain na o kasarisaryan. So ji na makahespi so mazngang no masari.	Ket ya wada, agdarang iya gicbet, ket madi mabalinan niya gicbet nga pagicbetten.
JHN_001_001	JHN	001	001	Ikadwa na araw am naknakmen na ni Yeso o kangay na do Cyadidi.	Ket kinunen ne Jesus igida, Umbet nu was singen, a, kunen na met.
JHN_001_001	JHN	001	001	Karahan am pacicin da pa si Yowani no nitovoy da no tao a macyagom do Vadisay.	Ket kinunen nito Juan manin, Bekken met, kunen na.
JHN_001_001	JHN	001	001	Maniring si Yowani am, Yaken o nipanci ni Isayya a omlololos do kabwan no nihakawan no tao.	Ket kinunen da manin, Ikew kadi ya naikari nga Mammadtu nga padpadaanan mi?
JHN_001_001	JHN	001	001	Pancyan pala wanjin mo kapwan.	Ket nisungbat nito Juan, Bekken met, kunen na.
JHN_001_001	JHN	001	001	Maniring sira am, Si Idiya ka ya an? Maniring jira si Yowani am, Beken a yaken nyo ipanci ang.	Ket dito naibon, sinaludsud da manin nga kinunen da, No agten iyan, nagan mu ngarud?
JHN_001_001	JHN	001	001	Maniring jira am, To ko na macitangayan jinyo am beken a Misayya ko.	Ket to Juan, madi naglibac ito sinaludsud da, no di lugud nipalawag na nga nalaing igida nga kinunen na, Bekken nga iyaken ya Kristu, kunen na.
JHN_001_001	JHN	001	001	No kano nang am o meynakem a tao do Yotay do Yelosaleng am nimanovoy sira so mapatanatanang so nakem da si Ama ta do to a kano Diwey a tao a mangay a tomita si Yowani.	Ket agten idi ya panangipakaemmu nito Juan maipanggep e Jesus itun: Iya namensan, uwed da agsirsirbi iya Templu se katulungan iya Templu nga kapututan nito Lebi, nga nawe da ito edyan nito Juan, nga gayat da ka Herusalem.
JHN_001_001	JHN	001	001	Abo pa o tao a nimakacita si Ama ta do to.	Awan ngarud toley nga nakasingen e Apu Diyus.
JHN_001_001	JHN	001	001	O iwawalam na ni Ama ta do to o nipangnanao na ni Moyse a onotan ta.	Ta agten idi: To Linteg tida nga Hudyu, nipaibilin ne Apu Diyus itun ito Muyses.
